hour,nl_node_PV,nl_node_OffW,nl_node_OnW,de_node_PV,de_node_OffW,de_node_OnW,fr_node_PV,fr_node_OffW,fr_node_OnW,be_node_PV,be_node_OffW,be_node_OnW,uk_node_PV,uk_node_OffW,uk_node_OnW
4476,0.468309,0.237567,0.249176,0.39963,0.25673,0.178269,0.538895,0.0058772,0.0278901,0.489308,0.0268846,0.0529983,0.309951,0.0901188,0.0667843
4477,0.479332,0.226711,0.251686,0.412276,0.271941,0.193445,0.56459,0.0070501,0.0289346,0.491965,0.0123284,0.068131,0.33481,0.114325,0.0987893
4478,0.490355,0.216022,0.254204,0.424921,0.2874,0.2091,0.590286,0.0085042,0.0315096,0.494621,0.0049065,0.086341,0.359669,0.140883,0.138418
4479,0.501378,0.216022,0.254204,0.437567,0.2874,0.2091,0.615981,0.0085042,0.0315096,0.497278,0.0049065,0.086341,0.384528,0.140883,0.138418
4480,0.442017,0.148198,0.213705,0.383439,0.298933,0.20451,0.550342,0.0122349,0.0309392,0.440924,0.0078822,0.0722488,0.350239,0.164409,0.173897
4481,0.382657,0.090788,0.175814,0.329311,0.310583,0.199958,0.484703,0.0170374,0.0304162,0.38457,0,0.0598943,0.315952,0.189275,0.212718
4482,0.323297,0.090788,0.175814,0.275183,0.310583,0.199958,0.419063,0.0170374,0.0304162,0.328216,0.0284534,0.0598943,0.281664,0.189275,0.212718
4483,0.247961,0.0333379,0.123155,0.20824,0.303946,0.180544,0.321067,0.0272015,0.0302183,0.252792,0.0055952,0.0492668,0.217917,0.289959,0.254674
4484,0.172624,0.0056595,0.0801428,0.141297,0.297346,0.161949,0.22307,0.0400323,0.0300283,0.177369,0.0093377,0.040647,0.15417,0.401324,0.298857
4485,0.0972877,0.0056595,0.0801428,0.0743533,0.297346,0.161949,0.125073,0.0400323,0.0300283,0.101945,0.0093377,0.040647,0.0904237,0.401324,0.298857
4486,0.0675635,0.0046554,0.0511402,0.0508673,0.274471,0.127358,0.0861308,0.0478566,0.0438651,0.0706216,0.0448437,0.0408282,0.0628985,0.468101,0.337406
4487,0.0378394,0.0041306,0.033242,0.0273813,0.252127,0.0969595,0.0471883,0.0563636,0.0692292,0.0392984,0.108704,0.0410106,0.0353733,0.535414,0.376767
4488,0.0081152,0.0041306,0.033242,0.0038953,0.252127,0.0969595,0.0082459,0.0563636,0.0692292,0.0079752,0.108704,0.0410106,0.007848,0.535414,0.376767
4489,0.0054102,0.0330566,0.0289432,0.0025969,0.226748,0.0749872,0.0054972,0.0351814,0.0589983,0.0053168,0.168515,0.0305015,0.005232,0.558487,0.38417
4490,0.0027051,0.106572,0.027941,0.0012984,0.202264,0.0567829,0.0027486,0.019137,0.0500993,0.0026584,0.23762,0.0280623,0.002616,0.581448,0.391585
4491,0,0.106572,0.027941,0,0.202264,0.0567829,0,0.019137,0.0500993,0,0.23762,0.0280623,0,0.581448,0.391585
4492,0.0157904,0.177822,0.0358235,0.0190054,0.215733,0.0405787,0.0097106,0.0205547,0.036438,0.0131165,0.242882,0.0281866,0.0046301,0.549509,0.381703
4493,0.0315808,0.261613,0.0611707,0.0380107,0.22949,0.0307588,0.0194212,0.0220324,0.0290559,0.026233,0.24818,0.0302821,0.0092601,0.517388,0.371846
4494,0.0473712,0.261613,0.0611707,0.0570161,0.22949,0.0307588,0.0291319,0.0220324,0.0290559,0.0393495,0.24818,0.0302821,0.0138902,0.517388,0.371846
4495,0.124797,0.270281,0.0695286,0.135729,0.238415,0.0281653,0.106084,0.0207413,0.0279088,0.11409,0.249303,0.0304124,0.0479046,0.480202,0.349435
4496,0.202222,0.27903,0.0787035,0.214442,0.247446,0.0282656,0.183037,0.0194956,0.0283602,0.18883,0.250427,0.030546,0.0819191,0.44312,0.327251
4497,0.279647,0.27903,0.0787035,0.293155,0.247446,0.0282656,0.259989,0.0194956,0.0283602,0.26357,0.250427,0.030546,0.115933,0.44312,0.327251
4498,0.365998,0.277896,0.0805239,0.375577,0.27688,0.0285036,0.358671,0.0127344,0.0337135,0.351629,0.238405,0.0299855,0.176796,0.446118,0.379329
4499,0.45235,0.276763,0.082372,0.457999,0.307226,0.0326885,0.457352,0.0078543,0,0.439688,0.226573,0.0294896,0.237658,0.449118,0.432174
4500,0.538701,0.276763,0.082372,0.54042,0.307226,0.0326885,0.556034,0.0078543,0.0452724,0.527747,0.226573,0.0294896,0.29852,0.449118,0.432174
4501,0.554564,0.273292,0.0844378,0.555257,0.302181,0.0314855,0.585356,0.0052359,0.046838,0.547451,0.241739,0.0282156,0.331167,0.448944,0.45131
4502,0.570426,0.269833,0.0865366,0.570093,0.297158,0.0304509,0.614677,0.004097,0,0.567154,0.257211,0.0278792,0.363814,0.448771,0.470399
4503,0.586289,0.269833,0.0865366,0.584929,0.297158,0.0304509,0.643999,0.004097,0.0484745,0.586858,0.257211,0.0278792,0.396462,0.448771,0.470399
4504,0.516634,0.248756,0.0790207,0.512408,0.219781,0.0279234,0.574268,0.0044752,0.0451399,0.520923,0.274102,0.0278689,0.364804,0.468298,0.473122
4505,0.446979,0.228214,0.0719558,0.439887,0.1506,0.0323663,0.504537,0.0052253,0,0.454988,0.291295,0.0278768,0.333146,0.487871,0.475844
4506,0.377324,0.228214,0.0719558,0.367366,0.1506,0.0323663,0.434806,0.0052253,0.0421125,0.389053,0.291295,0.0278768,0.301489,0.487871,0.475844
4507,0.287764,0.1832,0.0533088,0.277248,0.113537,0.0371195,0.332396,0.0101546,0.0380092,0.297623,0.269068,0.0279224,0.238224,0.473827,0.435407
4508,0.198204,0.141877,0.0394559,0.18713,0.0809499,0,0.229985,0.0187351,0.0346231,0.206193,0.24736,0.028175,0.17496,0.459803,0.394909
4509,0.108644,0.141877,0.0394559,0.0970121,0.0809499,0.0436514,0.127575,0.0187351,0.0346231,0.114764,0.24736,0.028175,0.111695,0.459803,0.394909
4510,0.0749355,0.143773,0.0325042,0.0660683,0.106242,0.0292271,0.0878444,0.0178005,0.029527,0.0791789,0.257328,0.0301367,0.0793783,0.441503,0.351971
4511,0.0412269,0.145679,0.0286404,0.0351244,0.134387,0.030249,0.0481142,0.0168951,0.0278688,0.0435943,0.267413,0.0339716,0.0470615,0.423275,0.309835
4512,0.0075183,0.145679,0.0286404,0.0041806,0.134387,0.030249,0.008384,0.0168951,0.0278688,0.0080097,0.267413,0.0339716,0.0147447,0.423275,0.309835
4513,0.0050122,0.172602,0.0418054,0.0027871,0.203928,0.0426412,0.0055893,0.0195907,0.0283912,0.0053398,0.238447,0.0352502,0.0098298,0.400863,0.289186
4514,0.0025061,0.201177,0.0696607,0.0013935,0.282901,0.06463,0.0027947,0.0225274,0.0299331,0.0026699,0.210554,0,0.0049149,0.378637,0.268908
4515,0,0.201177,0.0696607,0,0.282901,0.06463,0,0.0225274,0.0299331,0,0.210554,0.0366548,0,0.378637,0.268908
4516,0.0130826,0.186967,0.0827902,0.0177765,0.293179,0.0640862,0.0095577,0.0104035,0.0287198,0.0131148,0.173944,0.0293404,0.0050096,0.315595,0.234379
4517,0.0261653,0.173134,0.097435,0.035553,0.303555,0.063546,0.0191155,0.0045388,0.0280324,0.0262296,0.139979,0.0281178,0.0100192,0.255521,0.20147
4518,0.0392479,0.173134,0.097435,0.0533296,0.303555,0.063546,0.0286732,0.0045388,0.0280324,0.0393443,0.139979,0.0281178,0.0150289,0.255521,0.20147
4519,0.113738,0.149147,0.0840792,0.135738,0.292412,0.0523917,0.105557,0.00761,0.0280327,0.115356,0.11533,0.0295088,0.0572755,0.226828,0.185252
4520,0.188227,0.126573,0.0719648,0.218146,0.281382,0.0431835,0.18244,0.0133894,0.0280329,0.191368,0.0926989,0.0320866,0.0995222,0.199273,0.169585
4521,0.262717,0.126573,0.0719648,0.300555,0.281382,0.0431835,0.259324,0.0133894,0.0280329,0.267381,0.0926989,0.0320866,0.141769,0.199273,0.169585
4522,0.338978,0.10559,0.0664437,0.387801,0.250447,0.0372169,0.358175,0.0068704,0.0294495,0.358117,0.0464771,0.0293377,0.223597,0.183503,0.173222
4523,0.415239,0.0862428,0.0612537,0.475048,0.220641,0.0326656,0.457026,0.0041266,0,0.448854,0.0161189,0.0279984,0.305426,0.168208,0.17689
4524,0.491501,0.0862428,0.0612537,0.562294,0.220641,0.0326656,0.555877,0.0041266,0.0366082,0.539591,0.0161189,0.0279984,0.387254,0.168208,0.17689
4525,0.508262,0.0403376,0.0583292,0.572437,0.168257,0.0321888,0.58342,0.0044989,0.0376382,0.562278,0.0118231,0.0278698,0.425651,0.177891,0.196821
4526,0.525024,0.0120769,0.0555266,0.582579,0.12137,0.0317364,0.610963,0.0067065,0,0.584964,0.0084416,0.028048,0.464047,0.187771,0.217561
4527,0.541785,0.0120769,0.0555266,0.592722,0.12137,0.0317364,0.638506,0.0067065,0.0387277,0.607651,0.0084416,0.028048,0.502443,0.187771,0.217561
4528,0.47973,0.010043,0.0610094,0.515719,0.0812661,0.028755,0.567273,0.0049209,0.0348252,0.53965,0.0042265,0.0284763,0.452384,0.16792,0.208373
4529,0.417674,0.0082974,0.0669345,0.438717,0.0485159,0.0278786,0.49604,0.0041082,0.0318091,0.471649,0,0.0291621,0.402325,0.148909,0.199333
4530,0.355619,0.0082974,0.0669345,0.361714,0.0485159,0.0278786,0.424807,0.0041082,0.0318091,0.403647,0.0131481,0.0291621,0.352266,0.148909,0.199333
4531,0.271503,0.0085158,0.0649275,0.272396,0.0521597,0.0279508,0.324071,0.0082927,0.0305603,0.308397,0.0239334,0.0301319,0.273464,0.135533,0.155921
4532,0.187388,0.0087394,0.0629679,0.183079,0.0559305,0.0280938,0.223334,0.0224976,0.0295527,0.213147,0,0.0313778,0.194662,0.122663,0.11737
4533,0.103273,0.0087394,0.0629679,0.0937607,0.0559305,0.0280938,0.122598,0.0224976,0.0295527,0.117898,0.0391471,0.0313778,0.115861,0.122663,0.11737
4534,0.0712672,0.0047173,0.0558198,0.0637955,0.0408417,0.0298005,0.0843018,0.0189356,0.0282266,0.0812329,0.0260948,0.0286603,0.0814431,0.112753,0.0876618
4535,0.0392618,0.0043564,0.0494201,0.0338303,0.0281409,0.0381436,0.0460054,0.0157369,0.0338477,0.0445682,0,0.0278755,0.0470257,0.103194,0.0632211
4536,0.0072565,0.0043564,0.0494201,0.0038652,0.0281409,0.0381436,0.007709,0.0157369,0.0338477,0.0079035,0.0161731,0.0278755,0.0126083,0.103194,0.0632211
4537,0.0048376,0.0049664,0.0406675,0.0025768,0.0156798,0.0381076,0.0051394,0.0146128,0.0350309,0.005269,0.006773,0.029086,0.0084055,0.124689,0.0596998
4538,0.0024188,0.0100087,0.0340921,0.0012884,0.0075867,0.0380717,0.0025697,0.0135431,0.0363162,0.0026345,0.0040698,0.0323234,0.0042028,0.147814,0.0563462
4539,0,0.0100087,0.0340921,0,0.0075867,0.0380717,0,0.0135431,0.0363162,0,0.0040698,0.0323234,0,0.147814,0.0563462
4540,0.0151854,0.032128,0.039744,0.0174668,0.0050271,0.0377704,0.0075606,0.0191173,0.0389962,0.0117849,0.0040503,0.0414058,0.0065757,0.16085,0.0532865
4541,0.0303709,0.0686955,0.0470842,0.0349337,0.0040568,0.0374735,0.0151211,0.02589,0.0420236,0.0235697,0.0040929,0.055014,0.0131514,0.174299,0.0503868
4542,0.0455563,0.0686955,0.0470842,0.0524005,0.0040568,0.0374735,0.0226817,0.02589,0.0420236,0.0353546,0.0040929,0.055014,0.0197271,0.174299,0.0503868
4543,0.120353,0.0809968,0.0467141,0.13464,0.0075942,0.0326268,0.0901422,0.0291237,0.048007,0.10282,0.0046685,0.0588242,0.0613329,0.179151,0.0513115
4544,0.195149,0.0941955,0.0463474,0.21688,0.017283,0.0294332,0.157603,0.0325632,0.054954,0.170286,0.0059236,0.0628594,0.102939,0.184052,0.0522533
4545,0.269946,0.0941955,0.0463474,0.299119,0.017283,0.0294332,0.225063,0.0325632,0.054954,0.237751,0.0059236,0.0628594,0.144544,0.184052,0.0522533
4546,0.355643,0.0803794,0.0438081,0.386439,0.0294036,0.0278744,0.316854,0.0406569,0.0438127,0.325336,0.0062312,0.0516484,0.201201,0.183508,0.0702976
4547,0.441341,0.0675522,0.0414452,0.473759,0.0450693,0.0298961,0.408645,0.0496571,0.0354738,0.412921,0.0065627,0.0424562,0.257857,0.182966,0.0926085
4548,0.527038,0.0675522,0.0414452,0.561079,0.0450693,0.0298961,0.500436,0.0496571,0.0354738,0.500506,0.0065627,0.0424562,0.314513,0.182966,0.0926085
4549,0.540035,0.0550333,0.0508473,0.571936,0.0501253,0.0283451,0.528718,0.0564823,0.0372191,0.511453,0.0040498,0.0500258,0.337465,0.183193,0.139241
4550,0.553032,0.0437468,0.0624734,0.582793,0.0554419,0.0278702,0.556999,0.0637244,0.0391352,0.522399,0.0063279,0.0590285,0.360417,0.183421,0.194993
4551,0.566029,0.0437468,0.0624734,0.59365,0.0554419,0.0278702,0.585281,0.0637244,0.0391352,0.533346,0.0063279,0.0590285,0.383369,0.183421,0.194993
4552,0.495687,0.0598399,0.0700429,0.516048,0.0753667,0.0291214,0.520797,0.0980305,0.0351957,0.468983,0.0242707,0.0640598,0.357998,0.176623,0.222679
4553,0.425345,0.0782887,0.0782663,0.438445,0.0980224,0.0326451,0.456313,0.138522,0.032074,0.404619,0.058234,0.0694252,0.332627,0.169921,0.251622
4554,0.355003,0.0782887,0.0782663,0.360843,0.0980224,0.0326451,0.391829,0.138522,0.032074,0.340256,0.058234,0.0694252,0.307256,0.169921,0.251622
4555,0.270213,0.0734594,0.0751322,0.27148,0.144521,0.0334336,0.298844,0.163331,0.0345453,0.260032,0.0816955,0.0463562,0.24434,0.136928,0.20446
4556,0.185424,0.0687704,0.0720866,0.182118,0.197823,0.0342801,0.205859,0.18965,0.037559,0.179808,0.108639,0.0321771,0.181425,0.106836,0.161073
4557,0.100635,0.0687704,0.0720866,0.092755,0.197823,0.0342801,0.112874,0.18965,0.037559,0.0995847,0.108639,0.0321771,0.118509,0.106836,0.161073
4558,0.0694317,0.0734062,0.0821631,0.0630853,0.223023,0.0534679,0.0775601,0.157563,0.0435752,0.0686856,0.155052,0.0295838,0.0839513,0.0991759,0.121362
4559,0.0382287,0.0781791,0.0931188,0.0334156,0.249199,0.0838839,0.0422465,0.127798,0.0509279,0.0377865,0.207557,0.0281551,0.0493937,0.0917619,0.0874617
4560,0.0070256,0.0781791,0.0931188,0.0037459,0.249199,0.0838839,0.0069328,0.127798,0.0509279,0.0068873,0.207557,0.0281551,0.014836,0.0917619,0.0874617
4561,0.0046837,0.0642872,0.0673567,0.0024973,0.255154,0.0937003,0.0046219,0.0968766,0.0487709,0.0045916,0.215174,0.0281348,0.0098907,0.120759,0.0780563
4562,0.0023419,0.0516692,0.0475039,0.0012486,0.261152,0.104176,0.0023109,0.0697268,0.0467123,0.0022958,0.222883,0.0303695,0.0049453,0.152952,0.069361
4563,0,0.0516692,0.0475039,0,0.261152,0.104176,0,0.0697268,0.0467123,0,0.222883,0.0303695,0,0.152952,0.069361
4564,0.014833,0.0446857,0.0295929,0.0172752,0.254018,0.0777198,0.0074646,0.0421069,0.0385943,0.0121323,0.194104,0.0304646,0.0050855,0.160984,0.0837996
4565,0.029666,0.038205,0.0316742,0.0345504,0.246945,0.0563023,0.0149292,0.0214767,0.0326699,0.0242646,0.166758,0.0305616,0.010171,0.169171,0.100052
4566,0.044499,0.038205,0.0316742,0.0518256,0.246945,0.0563023,0.0223938,0.0214767,0.0326699,0.0363969,0.166758,0.0305616,0.0152566,0.169171,0.100052
4567,0.11994,0.0508412,0.0329984,0.132215,0.140881,0.0399262,0.086674,0.0105337,0.0300271,0.110063,0.125545,0.0329026,0.0569194,0.184509,0.106464
4568,0.19538,0.0652201,0.0345263,0.212605,0.0600225,0.0302923,0.150954,0.0048274,0.0284156,0.18373,0.0892313,0,0.0985822,0.200322,0.113098
4569,0.270821,0.0652201,0.0345263,0.292994,0.0600225,0.0302923,0.215235,0.0048274,0.0284156,0.257396,0.0892313,0.0359959,0.140245,0.200322,0.113098
4570,0.35609,0.0585766,0.0308692,0.376232,0.0224741,0.0281336,0.300368,0.0047651,0.0283371,0.338101,0.0561026,0.041213,0.200947,0.195837,0.113748
4571,0.44136,0.0522715,0.0286667,0.45947,0.004954,0,0.385502,0,0.032429,0.418806,0.0303937,0,0.261648,0.191388,0.114401
4572,0.526629,0.0522715,0.0286667,0.542708,0.004954,0.0348634,0.470636,0.0108639,0.032429,0.499511,0.0303937,0.0477862,0.322349,0.191388,0.114401
4573,0.541761,0.0366963,0.0280695,0.548884,0.0042358,0.0381363,0.503534,0.007348,0.033874,0.508752,0.0130248,0.0509931,0.349139,0.190707,0.111051
4574,0.556893,0.0239409,0.0278689,0.55506,0.0040575,0,0.536432,0.0051086,0,0.517994,0.0046818,0,0.37593,0.190027,0.107756
4575,0.572025,0.0239409,0.0278689,0.561237,0.0040575,0.0420643,0.56933,0.0051086,0.0355244,0.527236,0.0046818,0.0544535,0.40272,0.190027,0.107756
4576,0.502545,0.0041758,0.0307206,0.484606,0.0049748,0.0450903,0.505908,0.0040837,0.0296192,0.457729,0.0056979,0.0415775,0.363293,0.245844,0.113976
4577,0.433064,0,0,0.407974,0.007444,0,0.442487,0.004471,0.0278777,0.388222,0.007181,0.033039,0.323866,0.30592,0.120384
4578,0.363583,0.0197957,0.0394916,0.331343,0.007444,0.0484242,0.379065,0.004471,0.0278777,0.318715,0.007181,0.033039,0.284439,0.30592,0.120384
4579,0.276319,0.0117595,0.038096,0.248695,0.0067643,0.0362591,0.288447,0.0060482,0.0287582,0.240958,0.0129819,0.0296978,0.220153,0.36549,0.131056
4580,0.189054,0.0066123,0,0.166048,0.0061617,0.0295371,0.19783,0.0087617,0.0310435,0.163201,0.0215884,0.028064,0.155866,0.427004,0.142177
4581,0.10179,0.0066123,0.0367929,0.0834006,0.0061617,0.0295371,0.107212,0.0087617,0.0310435,0.0854446,0.0215884,0.028064,0.0915793,0.427004,0.142177
4582,0.0699491,0.0076006,0.0278927,0.0567245,0.0053249,0.0343013,0.0737719,0.0117284,0.0365663,0.0586768,0.0333713,0.0283285,0.0640421,0.474748,0.162005
4583,0.038108,0,0.0344944,0.0300484,0.0172278,0.0657605,0.0403315,0.0153834,0.0446468,0.0319089,0.0478729,0.031039,0.0365049,0.522708,0.182959
4584,0.006267,0.0087537,0.0344944,0.0033723,0.0172278,0.0657605,0.0068911,0.0153834,0.0446468,0.005141,0.0478729,0.031039,0.0089677,0.522708,0.182959
4585,0.004178,0.0100222,0.0287702,0.0022482,0.0471764,0.0780758,0.0045941,0.0355548,0.0481471,0.0034274,0.0556462,0.0282305,0.0059785,0.555867,0.236706
4586,0.002089,0,0.0283777,0.0011241,0.0919381,0.0918698,0.002297,0.0646698,0.0519525,0.0017137,0.0639756,0.0282257,0.0029892,0.588805,0.294844
4587,0,0.0114466,0.0283777,0,0.0919381,0.0918698,0,0.0646698,0.0519525,0,0.0639756,0.0282257,0,0.588805,0.294844
4588,0.0134849,0.0080817,0.0324192,0.0168049,0.111108,0.0919945,0.0084219,0.105353,0.0535872,0.0122089,0.0741705,0.0294198,0.0040362,0.571872,0.346507
4589,0.0269698,0.0457781,0.0515337,0.0336097,0.131777,0.0921193,0.0168438,0.154172,0.0552709,0.0244178,0.0850451,0.0314744,0.0080724,0.554864,0.399478
4590,0.0404547,0.0457781,0.0515337,0.0504146,0.131777,0.0921193,0.0252658,0.154172,0.0552709,0.0366267,0.0850451,0.0314744,0.0121086,0.554864,0.399478
4591,0.114147,0.0873914,0.0474201,0.127248,0.147604,0.0736255,0.0949499,0.147086,0.0488277,0.111886,0.113077,0.0278722,0.0495672,0.578136,0.391674
4592,0.187838,0.140449,0.0436734,0.204081,0.164121,0.0579431,0.164634,0.140131,0.0431908,0.187145,0.144369,0.0308915,0.0870259,0.601253,0.383882
4593,0.26153,0.140449,0.0436734,0.280915,0.164121,0.0579431,0.234318,0.140131,0.0431908,0.262404,0.144369,0.0308915,0.124485,0.601253,0.383882
4594,0.345648,0.150254,0.0454302,0.35634,0.210295,0.0492919,0.316752,0.103107,0.0377729,0.339868,0.194362,0.0373109,0.196617,0.605067,0.372731
4595,0.429764,0.160313,0.047273,0.431766,0.260215,0.0420127,0.399185,0.0710401,0.0334888,0.417331,0.249385,0.0470551,0.268749,0.608875,0.36162
4596,0.513882,0.160313,0.047273,0.507191,0.260215,0.0420127,0.481619,0.0710401,0.0334888,0.494795,0.249385,0.0470551,0.340881,0.608875,0.36162
4597,0.513985,0.187545,0.046405,0.509877,0.237625,0.0416799,0.508992,0.0726382,0.0392716,0.514494,0.285127,0.0578889,0.390628,0.516757,0.356981
4598,0.514089,0.216274,0.0455555,0.512562,0.215696,0.0413508,0.536364,0.0742525,0.0469435,0.534193,0.322149,0.0708717,0.440374,0.424142,0.35235
4599,0.514192,0.216274,0.0455555,0.515248,0.215696,0.0413508,0.563737,0.0742525,0.0469435,0.553892,0.322149,0.0708717,0.490121,0.424142,0.35235
4600,0.449889,0.183926,0.051807,0.442837,0.143287,0.0305593,0.503615,0.0665562,0.0514245,0.492306,0.29621,0.0815597,0.454275,0.324508,0.296812
4601,0.385586,0.153514,0.0589162,0.370426,0.0830991,0.0280739,0.443494,0.0592512,0.0563364,0.430721,0.27086,0.0932562,0.41843,0.231725,0.243714
4602,0.321282,0.153514,0.0589162,0.298016,0.0830991,0.0280739,0.383373,0.0592512,0.0563364,0.369135,0.27086,0.0932562,0.382584,0.231725,0.243714
4603,0.245474,0.0810823,0.0454707,0.223358,0.0414298,0.0301349,0.292542,0.0434152,0.0454654,0.281851,0.196193,0.0617782,0.297988,0.176,0.163634
4604,0.169665,0.0301551,0.0356399,0.148701,0.0143738,0.0344855,0.201711,0.0300353,0.0370667,0.194567,0.130441,0.0398926,0.213392,0.126127,0.0979851
4605,0.0938564,0.0301551,0.0356399,0.0740432,0.0143738,0.0344855,0.11088,0.0300353,0.0370667,0.107284,0.130441,0.0398926,0.128796,0.126127,0.0979851
4606,0.0646355,0.0123261,0.042068,0.0504148,0.0102887,0.0287748,0.0761837,0.0141869,0.0348153,0.073927,0.0720158,0.0401662,0.0899719,0.105412,0.0656093
4607,0.0354146,0.0043799,0.0502768,0.0267863,0.0072024,0.0282719,0.0414876,0.0055349,0.0328687,0.0405704,0.0299196,0.0404427,0.0511473,0.0862949,0.0424752
4608,0.0061937,0.0043799,0.0502768,0.0031579,0.0072024,0.0282719,0.0067916,0.0055349,0.0328687,0.0072138,0.0299196,0.0404427,0.0123228,0.0862949,0.0424752
4609,0.0041291,0.0067072,0.0545985,0.0021053,0.0187297,0.0292862,0.0045277,0.004057,0.0306954,0.0048092,0.0153251,0.0345838,0.0082152,0.0657521,0.034508
4610,0.0020646,0.0111857,0.0592655,0.0010526,0.0380352,0.0309028,0.0022639,0.0051701,0.0291276,0.0024046,0.0065694,0.0305022,0.0041076,0.0478262,0.029579
4611,0,0.0111857,0.0592655,0,0.0380352,0.0309028,0,0.0051701,0.0291276,0,0.0065694,0.0305022,0,0.0478262,0.029579
4612,0.0083512,0.0368542,0.0654515,0.016556,0.0510284,0.0311712,0.0060532,0.004547,0.0287412,0.007768,0.0120949,0.0389769,0.002564,0.0584231,0.0337633
4613,0.0167024,0.0788496,0.0721289,0.033112,0.0658629,0.0314506,0.0121063,0.0041744,0.0284247,0.015536,0.0205717,0.0528562,0.0051279,0.0700183,0.0403266
4614,0.0250536,0.0788496,0.0721289,0.049668,0.0658629,0.0314506,0.0181595,0.0041744,0.0284247,0.023304,0.0205717,0.0528562,0.0076919,0.0700183,0.0403266
4615,0.0722624,0.0928945,0.063178,0.126263,0.106231,0.0297716,0.0703335,0.0064509,0.0330337,0.0702742,0.0217107,0.0522343,0.0269857,0.0778938,0.0396495
4616,0.119471,0.107931,0.0551439,0.202858,0.154494,0.0286127,0.122508,0.0156615,0.0420503,0.117244,0.0228853,0.0516196,0.0462796,0.086145,0.0389904
4617,0.16668,0.107931,0.0551439,0.279452,0.154494,0.0286127,0.174682,0.0156615,0.0420503,0.164215,0.0228853,0.0516196,0.0655735,0.086145,0.0389904
4618,0.230846,0.17453,0.0597274,0.350228,0.2079,0.0323984,0.252592,0.0500577,0.0677224,0.195919,0.0380552,0.071055,0.109249,0.102542,0.0404845
4619,0.295013,0.25226,0.0646299,0.421003,0.266491,0.0392314,0.330502,0.103794,0.104427,0.227623,0.0571915,0.0954276,0.152924,0.120142,0.0420673
4620,0.359179,0.25226,0.0646299,0.491778,0.266491,0.0392314,0.408412,0.103794,0.104427,0.259327,0.0571915,0.0954276,0.1966,0.120142,0.0420673
4621,0.368615,0.328044,0.110547,0.494174,0.315057,0.0588259,0.432478,0.113068,0.11589,0.285675,0.170288,0.256612,0.226331,0.11603,0.0532804
4622,0.378051,0.40819,0.17055,0.496569,0.365549,0.0868121,0.456545,0.122671,0.127988,0.312023,0.324276,0.460742,0.256062,0.111977,0.0673995
4623,0.387487,0.40819,0.17055,0.498965,0.365549,0.0868121,0.480611,0.122671,0.127988,0.338371,0.324276,0.460742,0.285793,0.111977,0.0673995
4624,0.345948,0.369482,0.230711,0.427725,0.349288,0.0895988,0.426181,0.143459,0.123644,0.319669,0.332614,0.339865,0.270033,0.104522,0.0547709
4625,0.30441,0.331524,0.296763,0.356485,0.333185,0.09244,0.371752,0.165504,0.119376,0.300966,0.341001,0.226303,0.254273,0.0972855,0.0443955
4626,0.262871,0.331524,0.296763,0.285245,0.333185,0.09244,0.317323,0.165504,0.119376,0.282263,0.341001,0.226303,0.238512,0.0972855,0.0443955
4627,0.202012,0.406373,0.281102,0.21291,0.393722,0.0751221,0.24186,0.145943,0.108493,0.219587,0.314047,0.194133,0.189156,0.100733,0.0400815
4628,0.141152,0.483271,0.26567,0.140575,0.45579,0.0602155,0.166396,0.127357,0.0981791,0.156911,0.287654,0.163918,0.1398,0.104232,0.0363887
4629,0.0802926,0.483271,0.26567,0.0682405,0.45579,0.0602155,0.0909326,0.127357,0.0981791,0.0942355,0.287654,0.163918,0.0904443,0.104232,0.0363887
4630,0.0552363,0.416355,0.262143,0.046278,0.418986,0.061355,0.0625469,0.131918,0.0767063,0.0652677,0.222841,0.118957,0.0639298,0.0852177,0.0350988
4631,0.03018,0.350822,0.258631,0.0243155,0.382588,0.0625122,0.0341613,0.136544,0.0587254,0.0363,0.163744,0.0815251,0.0374153,0.0679187,0.0339107
4632,0.0051237,0.350822,0.258631,0.002353,0.382588,0.0625122,0.0057757,0.136544,0.0587254,0.0073323,0.163744,0.0815251,0.0109007,0.0679187,0.0339107
4633,0.0034158,0.284771,0.24646,0.0015687,0.321848,0.0716591,0.0038505,0.161893,0.0548928,0.0048882,0.100182,0.0570848,0.0072671,0.0547756,0.0338836
4634,0.0017079,0.222715,0.234477,0.0007843,0.263751,0.0817366,0.0019252,0.188841,0.0512934,0.0024441,0.0505467,0.0395683,0.0036336,0.0429914,0.0338565
4635,0,0.222715,0.234477,0,0.263751,0.0817366,0,0.188841,0.0512934,0,0.0505467,0.0395683,0,0.0429914,0.0338565
4636,0.0088009,0.186925,0.22228,0.0150239,0.230556,0.0928556,0.0058752,0.20135,0.0709192,0.0051961,0.0199443,0.0367337,0.0037264,0.0442128,0.0332801
4637,0.0176018,0.153442,0.210313,0.0300478,0.198839,0.104842,0.0117504,0.214135,0.0956177,0.0103922,0.0051246,0.0342763,0.0074528,0.0454511,0.0327319
4638,0.0264027,0.153442,0.210313,0.0450717,0.198839,0.104842,0.0176257,0.214135,0.0956177,0.0155883,0.0051246,0.0342763,0.0111793,0.0454511,0.0327319
4639,0.0831119,0.109119,0.172032,0.111631,0.172808,0.0905177,0.0766817,0.210544,0.101918,0.0659199,0.0083278,0.0327639,0.0456543,0.0608844,0.0395635
