hour,RESV,PHVT
2418,0.87,0.855343
2419,0.2,0.354044
2420,0.52,0.43621
2421,0.01,0.996166
2422,0.32,0.61931
2423,0.93,0.161455
2424,0.71,0.779987
2425,0.75,0.749748
2426,0.82,0.86138
2427,0.96,0.898999
2428,0.94,0.688633
2429,0.14,0.774553
2430,0.53,0.69732
2431,0.6,0.092897
2432,0.74,0.321264
2433,0.04,0.308308
2434,0.63,0.708166
2435,0.92,0.449499
2436,0.61,0.123431
2437,0.42,0.147722
2438,0.85,0.975998
2439,0.91,0.61275
2440,0.86,0.941797
2441,0.56,0.734778
2442,0.69,0.271916
2443,0.13,0.39509
2444,0.54,0.02255
2445,0.98,0.763433
2446,0.6,0.504115
2447,0.22,0.112558
2448,0.49,0.870257
2449,0.78,0.327836
2450,0.56,0.047382
2451,0,0.403893
2452,0.02,0.979784
2453,0.08,0.989546
2454,0.54,0.85834
2455,0.32,0.569532
2456,0.56,0.125019
2457,0.32,0.724279
2458,0.18,0.205964
2459,0.79,0.822815
2460,0.26,0.92221
2461,0.43,0.992958
2462,0.32,0.469994
2463,0.88,0.126838
2464,0.52,0.242744
2465,0.26,0.477788
2466,0.4,0.537766
2467,0.27,0.572784
2468,0.3,0.19955
2469,0.31,0.328995
2470,0.74,0.149811
2471,0.21,0.045257
2472,0.99,0.349122
2473,0.92,0.286421
2474,0.9,0.412543
2475,0.95,0.14789
2476,1,0.558227
2477,0.15,0.224373
2478,0.06,0.970905
2479,0.1,0.612507
2480,0.44,0.024978
2481,0.12,0.062356
2482,0.06,0.215241
2483,0.75,0.714826
2484,0.69,0.819008
2485,0.73,0.844777
2486,0.2,0.861084
2487,0.36,0.704624
2488,0.61,0.528686
2489,0.08,0.911625
2490,0.38,0.682727
2491,0.56,0.96539
2492,0.48,0.257401
2493,0.47,0.000408
2494,0.89,0.992105
2495,0.29,0.224897
2496,0.17,0.008362
2497,0.46,0.824919
2498,0.67,0.946132
2499,0.01,0.413809
2500,0.2,0.132453
2501,0.2,0.993339
2502,0.77,0.736534
2503,0.61,0.713561
2504,0.9,0.791877
2505,0.72,0.435062
2506,0.05,0.077838
2507,0.43,0.024238
2508,0.96,0.421194
2509,0.39,0.396685
2510,0.33,0.184658
2511,0.21,0.743424
2512,0.09,0.474971
2513,0.76,0.950523
2514,0.25,0.423485
2515,0.58,0.051955
2516,0.14,0.626324
2517,0.79,0.296375
2518,0.24,0.47819
2519,0.37,0.543755
2520,0.32,0.988269
2521,0.81,0.470511
2522,0.57,0.287972
2523,0.1,0.709999
2524,0.32,0.315769
2525,0.5,0.370919
2526,0.81,0.944141
2527,0.11,0.307549
2528,0.79,0.443863
2529,0.74,0.769891
2530,0.48,0.236144
2531,0.93,0.0352
2532,0.4,0.855601
2533,0.75,0.988905
2534,0.42,0.51975
2535,0.29,0.359694
2536,0.97,0.892695
2537,0.85,0.549785
2538,0.93,0.588805
2539,0.68,0.892382
2540,0.24,0.105813
2541,0.41,0.902353
2542,0.54,0.592751
2543,0.83,0.616068
2544,1,0.628383
2545,0.51,0.167477
2546,0.12,0.529079
2547,0.04,0.781588
2548,0.36,0.906248
2549,0.72,0.110153
2550,0.03,0.183699
2551,0.57,0.566784
2552,0.42,0.865881
2553,0.67,0.386856
2554,0.5,0.159972
2555,0.99,0.323029
2556,0.41,0.663636
2557,0.43,0.270263
2558,0.98,0.255377
2559,0.17,0.861668
2560,0.6,0.131448
2561,0.18,0.694142
2562,0.97,0.11595
2563,0.95,0.211713
2564,0.07,0.420195
2565,0.09,0.725845
2566,0.04,0.257325
2567,0.29,0.633759
2568,0.54,0.744622
2569,0.19,0.822634
2570,0.87,0.688492
2571,0.4,0.717269
2572,0.07,0.098368
2573,0.31,0.233182
2574,0.73,0.782759
2575,0.13,0.717248
2576,0.34,0.078039
2577,0.58,0.268936
2578,0.06,0.350713
2579,0.37,0.344374
2580,0.2,0.586505
2581,0.38,0.844344
2582,0.24,0.959241
2583,0.38,0.553293
2584,0.54,0.059946
2585,0.33,0.408804
2586,0.92,0.172093
2587,0.27,0.218732
2588,0.97,0.822862
2589,0.4,0.055668
2590,0.45,0.604058
2591,0.91,0.709011
2592,0.14,0.848422
2593,0.7,0.573777
2594,0.21,0.614927
2595,0.75,0.402796
2596,0.87,0.872471
2597,0.99,0.318607
2598,0.41,0.980229
2599,0.57,0.577553
2600,0.2,0.864022
2601,0.01,0.230365
2602,0.89,0.71832
2603,0.44,0.681481
2604,0.89,0.543206
2605,0.08,0.093612
2606,0.37,0.216999
2607,0.54,0.332648
2608,0.11,0.408508
2609,0.78,0.069992
2610,0.41,0.721403
2611,0.77,0.662359
2612,0.49,0.511041
2613,0.28,0.113879
2614,0.93,0.360126
2615,0.94,0.499328
2616,0.95,0.190215
2617,0.25,0.581419
2618,0.95,0.503791
2619,0.02,0.788739
2620,0.5,0.793026
2621,0.46,0.994407
2622,0.54,0.864102
2623,0.71,0.512757
2624,0.01,0.746089
2625,0.59,0.887836
2626,0.67,0.292932
2627,0.71,0.645471
2628,0.66,0.286395
2629,0.38,0.408384
2630,0,0.639721
2631,0.49,0.399406
2632,0.69,0.725324
2633,0.73,0.088415
2634,0.25,0.755736
2635,0.28,0.201807
2636,0.84,0.622158
2637,0.05,0.846641
2638,0.32,0.788651
2639,0.68,0.226731
2640,0.32,0.437426
2641,0.96,0.373326
2642,0.18,0.094017
2643,0.57,0.644393
2644,0.18,0.198275
2645,0.45,0.608784
2646,0.01,0.563724
2647,0.03,0.112475
2648,0.57,0.738731
2649,0.82,0.052825
2650,0.19,0.656759
2651,0.59,0.51991
2652,0.65,0.284052
2653,0.59,0.095725
2654,0.07,0.770933
2655,0.96,0.240382
2656,0.82,0.437024
2657,0.85,0.896468
2658,0.11,0.009269
2659,0.55,0.089116
2660,0.44,0.08021
2661,0.31,0.663857
2662,0.5,0.288568
2663,0.33,0.984836
2664,0.86,0.123501
2665,0.21,0.786113
2666,0.31,0.586247
2667,0.9,0.59915
2668,0.58,0.586378
2669,0.28,0.088006
2670,0.84,0.786094
2671,0.67,0.685498
2672,0.52,0.013204
2673,0.48,0.490753
2674,0.07,0.576672
2675,0.82,0.048016
2676,0.96,0.435434
2677,0.47,0.05615
2678,0.3,0.813306
2679,0.01,0.54209
2680,0.03,0.917116
2681,0.32,0.965261
2682,0.1,0.590677
2683,0.8,0.574528
2684,0.11,0.906201
2685,0.9,0.222426
2686,0.73,0.713099
2687,0.73,0.812328
2688,0.21,0.632714
2689,0.71,0.364746
2690,0.43,0.074072
2691,0.87,0.978839
2692,0.08,0.928814
2693,0.49,0.632103
2694,0.66,0.521794
2695,0.02,0.465404
2696,0.4,0.141772
2697,0.2,0.710387
2698,0.9,0.320235
2699,0.53,0.685562
2700,0.85,0.432451
2701,0.14,0.894574
2702,0.98,0.976708
2703,0.63,0.384408
2704,0.96,0.319134
2705,0.78,0.260326
2706,0.16,0.864245
2707,0.11,0.863509
2708,0.99,0.671943
2709,0.92,0.764663
2710,0.01,0.674901
2711,0.14,0.402967
2712,0.79,0.343325
2713,0,0.565839
2714,0.35,0.259635
2715,0.64,0.919767
2716,0.06,0.938181
2717,0.15,0.439172
2718,0.81,0.396126
2719,0.66,0.677716
2720,0.77,0.240336
2721,0.01,0.168601
2722,0.71,0.326788
2723,0.21,0.32692
2724,0.19,0.911433
2725,0.04,0.39179
2726,0.05,0.222752
2727,0.37,0.780394
2728,0.38,0.851929
2729,0.15,0.665714
2730,0.48,0.637635
2731,0.12,0.942564
2732,0.53,0.580243
2733,0.5,0.680874
2734,0.27,0.992975
2735,0.09,0.762659
2736,0.99,0.05802
2737,0.69,0.673213
2738,0.48,0.476383
2739,0.48,0.42319
2740,0.83,0.011096
2741,0.84,0.723556
2742,0.53,0.465199
2743,0.21,0.129635
2744,0.31,0.781911
2745,0.7,0.136869
2746,0.74,0.781549
2747,0.13,0.151042
2748,0.95,0.983134
2749,0.4,0.469101
2750,0.37,0.341401
2751,0.92,0.262405
2752,0.71,0.155578
2753,0.38,0.621319
2754,0.02,0.894626
2755,0.9,0.925206
2756,0.81,0.813766
2757,0.93,0.440402
2758,0.54,0.464231
2759,0.46,0.929047
2760,0.61,0.157705
2761,0.61,0.954624
2762,0.52,0.602189
2763,0.38,0.91385
2764,0.44,0.948891
2765,0.01,0.504152
2766,0.21,0.90002
2767,0.15,0.299182
2768,0.47,0.219367
2769,0.4,0.278967
2770,0.42,0.188707
2771,0.25,0.273212
2772,0.74,0.644068
2773,0.41,0.991033
2774,0.65,0.481414
2775,0.81,0.831243
2776,0.83,0.497915
2777,0.28,0.331253
2778,0.41,0.257291
2779,0.57,0.872019
2780,0.75,0.965236
2781,0.84,0.419808
2782,0.65,0.97543
2783,0.85,0.151993
2784,0.42,0.558755
2785,0.21,0.727849
2786,0.95,0.5153
2787,0.82,0.504648
2788,0.97,0.700431
2789,0.17,0.88611
2790,0.34,0.624841
2791,0.35,0.75943
2792,0.85,0.880651
2793,0.12,0.926671
2794,0.15,0.335847
2795,0.34,0.662307
2796,0.5,0.191753
2797,0.61,0.840922
2798,0.3,0.36771
2799,0.79,0.951448
2800,0.33,0.690794
2801,0.55,0.982706
2802,0.55,0.095786
2803,0.04,0.509288
2804,0.53,0.010599
2805,0.49,0.751226
2806,0.73,0.175736
2807,0.43,0.387592
2808,0.05,0.296551
2809,0.16,0.865801
2810,0.47,0.785242
2811,0.17,0.519876
2812,0.43,0.877435
2813,0.63,0.889318
2814,0.35,0.895407
2815,0.14,0.507233
2816,0.17,0.932053
2817,0.32,0.724047
2818,0.71,0.634941
2819,0.08,0.676943
2820,0.62,0.982844
2821,0.32,0.555891
2822,0.34,0.077698
2823,0.48,0.832338
2824,0.27,0.89876
2825,0.78,0.344209
2826,0.81,0.310799
2827,0.34,0.093842
2828,0.08,0.027979
2829,0.43,0.02019
2830,0.22,0.338761
2831,0.91,0.755062
2832,0.92,0.401718
2833,0.64,0.919916
2834,0.97,0.783912
2835,0.48,0.499063
2836,0.09,0.0875
2837,0.7,0.950218
2838,0.6,0.828533
2839,0.6,0.691983
2840,0.77,0.590751
2841,0.61,0.204072
2842,0.31,0.672235
2843,0.62,0.170832
2844,0.8,0.98887
2845,0.84,0.586056
2846,0.81,0.895979
2847,0.3,0.397671
2848,0.59,0.432849
2849,0.59,0.982955
2850,0.42,0.140518
2851,0.64,0.770904
2852,0.35,0.735264
2853,0.16,0.968514
2854,0.33,0.119449
2855,0.8,0.831575
2856,0.75,0.947029
2857,0.6,0.885085
2858,0.06,0.113809
2859,0.65,0.7027
2860,0.3,0.804217
2861,0.98,0.680244
2862,0.35,0.336111
2863,0.15,0.147291
2864,0.76,0.613235
2865,0.6,0.981732
2866,0.67,0.55675
2867,0.21,0.46472
2868,0.43,0.03385
2869,0.6,0.518735
2870,0.41,0.911729
2871,0.5,0.837415
2872,0.45,0.039067
2873,0.24,0.021437
2874,0.12,0.82569
2875,0.99,0.331434
2876,0.65,0.464723
2877,0.52,0.204305
2878,0.59,0.742964
2879,0.51,0.17162
2880,0.29,0.233314
2881,0.9,0.895612
2882,0.47,0.913213
2883,0.04,0.892437
2884,0.33,0.505106
2885,0.36,0.201027
2886,0.71,0.501406
2887,0.63,0.356193
2888,0.46,0.774924
2889,0.24,0.698996
2890,0.57,0.41202
2891,0.08,0.60533
2892,0.61,0.903745
2893,0.15,0.760419
2894,0.32,0.691225
2895,0.21,0.521351
2896,0.38,0.802689
2897,0.96,0.236
2898,0.45,0.182701
2899,0.98,0.386153
2900,0.42,0.231215
2901,0.98,0.777907
2902,0.85,0.6656
2903,0.76,0.358039
2904,0.32,0.455416
2905,0.74,0.548808
2906,0.01,0.07307
2907,0.44,0.748838
2908,0.67,0.408111
2909,0.3,0.110862
2910,0.18,0.275972
2911,0.53,0.660707
2912,0.42,0.192355
2913,0.34,0.139725
2914,0.28,0.585191
2915,0.33,0.411721
2916,0.77,0.825257
2917,0.04,0.345413
2918,0.81,0.533534
2919,0.61,0.82116
2920,0.97,0.649875
2921,0.56,0.944399
2922,0.38,0.206485
2923,0.65,0.961348
2924,0.05,0.20112
2925,0.16,0.035459
2926,0.88,0.930729
2927,0.86,0.030642
2928,0.05,0.700724
2929,0.52,0.841631
2930,0.93,0.307079
2931,0.58,0.122849
2932,0.31,0.560279
2933,0.79,0.670032
2934,0.19,0.149785
2935,0.23,0.568662
2936,0.45,0.006051
2937,0.73,0.200707
2938,0.2,0.865839
2939,0.19,0.571332
2940,0.57,0.529762
2941,0.92,0.953789
2942,0.54,0.224663
2943,0.3,0.165361
2944,0.84,0.109231
2945,0.49,0.372705
2946,0.47,0.234671
2947,0.79,0.746574
2948,0.97,0.938658
2949,0.22,0.192634
2950,0.94,0.439063
2951,0.09,0.693029
2952,0.73,0.53764
2953,0.41,0.266041
2954,0.78,0.038087
2955,0.98,0.413988
2956,0.97,0.417521
2957,0.52,0.674582
2958,0.22,0.850531
2959,0.18,0.944539
2960,0.86,0.677351
2961,0.97,0.406173
2962,0.08,0.626264
2963,0.54,0.834557
2964,0.17,0.710962
2965,0.87,0.57318
2966,0.37,0.897562
2967,0.93,0.959773
2968,0.05,0.586861
2969,0.33,0.605989
2970,0.09,0.213292
2971,0.77,0.48973
2972,0.53,0.099956
2973,0.73,0.884526
2974,0.97,0.563027
2975,0.77,0.873335
2976,0.53,0.133886
2977,0.01,0.212196
2978,0.15,0.332135
2979,0.22,0.566874
2980,0.33,0.619017
2981,0.67,0.598166
2982,0.14,0.637567
2983,0.98,0.888718
2984,0.73,0.070662
2985,0.16,0.31202
2986,0.89,0.004656
2987,0.38,0.771047
2988,0.97,0.50728
2989,0.07,0.563709
2990,0.79,0.062854
2991,0.97,0.216834
2992,0.12,0.310846
2993,0.67,0.230891
2994,0.52,0.842768
2995,0.84,0.142335
2996,0.33,0.336238
2997,0.91,0.464857
2998,0.57,0.536044
2999,0.55,0.698454
3000,0.78,0.424942
3001,0.85,0.6393
3002,0.22,0.390781
3003,0.62,0.955067
3004,0.09,0.687776
3005,0.39,0.762718
3006,0.31,0.849072
3007,0.28,0.378994
3008,0.64,0.690362
3009,0.58,0.685482
3010,0.78,0.092815
3011,0.12,0.020683
3012,0.4,0.5078
3013,0.34,0.318588
3014,0.07,0.374075
3015,0.67,0.137575
3016,0.98,0.465991
3017,0.26,0.424144
3018,0.36,0.778375
3019,0.04,0.644744
3020,0.52,0.749584
3021,0.81,0.802166
3022,0.91,0.605327
3023,0.33,0.45154
3024,0.45,0.871654
3025,0.48,0.799106
3026,0.2,0.036313
3027,0.62,0.383848
3028,0.61,0.215675
3029,0.95,0.62054
3030,0.86,0.13081
3031,0.17,0.650995
3032,0.56,0.977151
3033,0.89,0.322732
3034,0.05,0.927633
3035,0.52,0.831683
3036,0.62,0.579941
3037,0.96,0.168487
3038,0.3,0.307485
3039,0.8,0.609035
3040,0.96,0.676003
3041,0.52,0.351249
3042,0.62,0.22222
3043,0.19,0.405232
3044,0.76,0.954837
3045,0.82,0.607071
3046,0.25,0.255365
3047,0.51,0.863875
3048,0.78,0.814209
3049,0.39,0.968492
3050,0.98,0.1312
3051,0.44,0.494651
3052,0.42,0.198312
3053,0.42,0.819849
3054,0.14,0.89829
3055,0.45,0.246069
3056,0.72,0.639411
3057,0.32,0.636431
3058,0.67,0.880125
3059,0.15,0.486698
3060,0.52,0.823762
3061,0.78,0.637223
3062,0.66,0.146617
3063,0.19,0.557989
3064,0.8,0.595216
3065,0.08,0.898834
3066,0.67,0.083288
3067,0.5,0.661959
3068,0.34,0.104707
3069,0.1,0.425694
3070,0.04,0.989037
3071,0.77,0.624925
3072,0.77,0.831716
3073,0.46,0.014135
3074,0.91,0.704616
3075,0.27,0.80762
3076,0.88,0.870789
3077,0.25,0.860187
3078,0.65,0.761984
3079,0.1,0.80262
3080,0.95,0.466171
3081,0.99,0.612816
3082,0.82,0.004724
3083,0.14,0.070859
3084,0.03,0.220931
3085,0.35,0.613223
3086,0.4,0.357927
3087,0.22,0.364432
3088,0.2,0.41188
3089,0,0.378274
3090,0.42,0.804416
3091,0.06,0.9249
3092,0.53,0.698038
3093,0.19,0.156753
3094,0.79,0.158637
3095,0.79,0.12422
3096,0.69,0.351925
3097,0.9,0.455396
3098,0.89,0.276641
3099,0.76,0.33755
3100,0.22,0.950689
3101,0.91,0.888418
3102,0.98,0.13565
3103,0.05,0.503716
3104,0.26,0.545264
3105,0.16,0.418801
3106,0.96,0.082968
3107,0.07,0.789812
3108,0.2,0.587067
3109,0.2,0.867023
3110,0.59,0.809601
3111,0.8,0.932679
3112,0.9,0.937278
3113,0.23,0.632328
3114,0.23,0.999771
3115,0.37,0.183438
3116,0.04,0.154386
3117,0.6,0.223111
3118,0.67,0.264841
3119,0.8,0.786544
3120,0.73,0.244364
3121,0.93,0.495978
3122,0.27,0.428795
3123,0.16,0.11547
3124,0.23,0.486958
3125,0.37,0.711506
3126,0.58,0.85427
3127,0.67,0.960193
3128,0.69,0.07141
3129,0.71,0.591495
3130,0.43,0.522275
3131,0.41,0.028625
3132,0.26,0.215156
3133,0.56,0.666344
3134,0.1,0.434546
3135,0.18,0.801999
3136,0.07,0.46437
3137,0.45,0.0152
3138,0.18,0.64433
3139,0.86,0.114931
3140,0.11,0.512143
3141,1,0.2634
3142,0.6,0.658142
3143,0.76,0.546528
3144,0.69,0.069483
3145,0.7,0.954326
3146,0.16,0.774993
3147,0.83,0.197512
3148,0.39,0.470169
3149,0.55,0.778892
3150,0.43,0.123746
3151,0.89,0.550377
3152,0.58,0.452962
3153,0.36,0.307171
3154,0.09,0.574509
3155,0.68,0.04402
3156,0.3,0.803121
3157,0.32,0.202631
3158,0.89,0.01935
3159,0.92,0.256088
3160,0.7,0.0165
3161,0.55,0.294761
3162,0.2,0.538798
3163,0.68,0.970861
3164,0.63,0.860047
3165,0.07,0.292871
3166,0.52,0.438456
3167,0.55,0.049074
3168,0.99,0.39701
3169,0.94,0.391411
3170,0.91,0.949371
3171,0.09,0.28709
3172,0.53,0.430361
3173,0.41,0.78196
3174,0.51,0.465066
3175,0.11,0.735278
3176,0.88,0.354928
3177,0.61,0.78704
3178,0.05,0.698702
3179,0.42,0.749354
3180,0.89,0.740137
3181,0.26,0.166759
3182,1,0.098616
3183,0.62,0.819857
3184,0.52,0.799436
3185,0.05,0.195956
3186,0.44,0.448935
3187,0.26,0.642193
3188,0.21,0.743012
3189,0.86,0.291149
3190,0.23,0.197618
3191,0.36,0.478978
3192,0.51,0.714002
3193,0.78,0.98583
3194,0.16,0.299741
3195,0.98,0.131923
3196,0.41,0.525085
3197,0.4,0.828941
3198,0.9,0.314651
3199,0.49,0.268867
3200,0.56,0.275393
3201,0.51,0.267423
3202,0.67,0.763224
3203,0.55,0.291967
3204,0.31,0.638589
3205,0.01,0.26705
3206,0.96,0.315626
3207,0.07,0.224956
3208,0.88,0.632174
3209,0.65,0.368062
3210,0.62,0.612717
3211,0.15,0.38796
3212,0.4,0.975793
3213,0.07,0.627532
3214,0.01,0.455409
3215,0.98,0.229416
3216,0.92,0.169021
3217,0.12,0.843277
3218,0.83,0.925108
3219,0.71,0.685228
3220,0.79,0.873098
3221,0.5,0.484535
3222,0.55,0.68017
3223,0.49,0.661657
3224,0.96,0.005483
3225,0.85,0.282467
3226,0.48,0.695002
3227,0.94,0.627514
3228,1,0.828671
3229,0.29,0.341375
3230,0.33,0.353796
3231,0.66,0.769213
3232,0.88,0.257807
3233,0.21,0.95914
3234,0.35,0.152833
3235,0.47,0.027896
3236,0.51,0.490107
3237,0.53,0.047377
3238,0.09,0.071119
3239,0.22,0.851378
3240,0.29,0.580533
3241,0.31,0.583348
3242,0.78,0.306176
3243,0.31,0.566208
3244,0.52,0.788171
3245,0.8,0.286469
3246,0.33,0.189257
3247,0.85,0.384586
3248,0.51,0.077312
3249,0.5,0.688515
3250,0.57,0.455279
3251,0.92,0.588783
3252,0.32,0.793732
3253,0.8,0.977649
3254,0.4,0.525639
3255,0.6,0.611393
3256,0.7,0.189397
3257,0.42,0.450393
3258,0.82,0.16761
3259,0.74,0.48149
3260,0.84,0.146373
3261,0.41,0.500575
3262,0.86,0.180922
3263,0.76,0.085849
3264,0.84,0.833334
3265,0.29,0.381139
3266,0.49,0.583308
3267,0.45,0.637913
3268,0.8,0.837914
3269,0.51,0.434506
3270,0.58,0.94829
3271,0.69,0.770211
3272,0.29,0.700672
3273,0.24,0.004916
3274,0.72,0.312649
3275,0.73,0.676181
3276,0.77,0.187347
3277,0.63,0.319307
3278,0.46,0.91063
3279,0.49,0.004891
3280,0.31,0.754937
3281,0.98,0.238404
3282,0.33,0.745351
3283,0.99,0.780219
3284,0.67,0.343893
3285,0.62,0.29459
3286,0.15,0.592377
3287,0.72,0.08624
3288,0.57,0.305468
3289,0.79,0.347827
3290,0.41,0.436604
3291,0.59,0.482856
3292,0.71,0.150203
3293,0.49,0.245688
3294,0.79,0.093349
3295,0.41,0.473757
3296,0.25,0.160055
3297,0.99,0.230629
3298,0.62,0.632226
3299,0.97,0.075687
3300,0.55,0.506154
3301,0.19,0.041497
3302,0,0.00611
3303,0.24,0.535175
3304,0.04,0.102744
3305,0.28,0.63064
3306,0.04,0.553917
3307,0.53,0.730602
3308,0.49,0.684417
3309,0.17,0.12496
3310,0.7,0.402498
3311,0.37,0.593305
3312,0.2,0.897871
3313,0.19,0.414553
3314,0.98,0.696947
3315,0.48,0.811823
3316,0.73,0.215988
3317,0.7,0.627697
3318,0.5,0.546263
3319,0.2,0.225721
3320,0.76,0.910872
3321,0.6,0.611003
3322,0.43,0.701606
3323,0.78,0.892842
3324,0.22,0.305358
3325,0.6,0.72287
3326,0.28,0.173016
3327,0.84,0.4523
3328,0.74,0.662674
3329,0.29,0.856958
3330,0.49,0.094896
3331,0.12,0.704942
3332,0.73,0.348174
3333,0.38,0.509079
3334,0.21,0.548074
3335,0.39,0.091752
3336,0.05,0.671161
3337,0.22,0.192463
3338,0.94,0.554265
3339,0.75,0.678372
3340,0.84,0.959361
3341,0.75,0.510085
3342,0.31,0.648005
3343,0.49,0.464703
3344,0.04,0.683978
3345,0.87,0.651864
3346,0.7,0.628934
3347,0.77,0.215479
3348,0.08,0.386872
3349,0.27,0.91806
3350,0.63,0.596413
3351,0.52,0.332932
3352,0.48,0.928847
3353,0.8,0.8435
3354,0.6,0.765712
3355,0.31,0.942134
3356,0.15,0.605042
3357,0.82,0.942689
3358,0.15,0.562433
3359,0.65,0.406984
3360,0.98,0.769554
3361,0.95,0.089761
3362,0.98,0.413318
3363,0.52,0.037738
3364,0.53,0.020797
3365,0.52,0.398229
3366,0.99,0.978558
3367,0.19,0.300538
3368,0.24,0.661373
3369,0.71,0.022278
3370,0.68,0.909887
3371,0.76,0.189923
3372,0.92,0.663367
3373,0.48,0.556319
3374,0.03,0.570766
3375,0.3,0.629131
3376,0.03,0.29921
3377,0.74,0.057488
3378,0.32,0.216302
3379,0.29,0.751599
3380,0.8,0.570429
3381,0.31,0.707484
3382,0.73,0.688454
3383,0.67,0.87233
3384,0.32,0.34038
3385,0.43,0.530324
3386,0.87,0.844194
3387,0.45,0.781901
3388,0.4,0.557582
3389,0.83,0.85324
3390,0.63,0.865827
3391,0.35,0.322785
3392,0.07,0.164266
3393,0.78,0.406122
3394,0.46,0.508397
3395,0.28,0.142037
3396,0.45,0.014962
3397,0.31,0.42835
3398,0.35,0.377283
3399,0.8,0.702618
3400,0.04,0.758065
3401,0.07,0.714745
3402,0.38,0.24072
3403,0.17,0.362177
3404,0.4,0.377521
3405,0.19,0.837815
3406,0.87,0.9342
3407,0.23,0.516666
3408,0.85,0.989566
3409,0.75,0.506609
3410,0.23,0.786815
3411,0.55,0.179785
3412,0.32,0.817
3413,0.89,0.143651
3414,0.09,0.064558
3415,0.84,0.635372
3416,0.77,0.726873
3417,0.29,0.264709
3418,0.81,0.507352
3419,0.2,0.422585
3420,0.01,0.046717
3421,1,0.020849
3422,0.54,0.092608
3423,0.76,0.154551
3424,0.54,0.177508
3425,0.22,0.991687
3426,0.16,0.687061
3427,0.35,0.872931
3428,0.03,0.116904
3429,0.29,0.922211
3430,0.3,0.017861
3431,0.84,0.895847
3432,0.47,0.511084
3433,0.34,0.328323
3434,0.98,0.24496
3435,0.57,0.003147
3436,0.9,0.144527
3437,0.25,0.624679
3438,0.14,0.372347
3439,0.05,0.750534
3440,0.29,0.4812
3441,0.98,0.296137
3442,0.29,0.478973
3443,0.33,0.952437
3444,0.46,0.390958
3445,0.59,0.292846
3446,0.08,0.4706
3447,0.47,0.332956
3448,0.69,0.819022
3449,0.61,0.024997
3450,0.8,0.726592
3451,0.6,0.794617
3452,0.15,0.733886
3453,0.57,0.05258
3454,0.56,0.537565
3455,0.87,0.765276
3456,0.61,0.990997
3457,0.54,0.123466
3458,0.09,0.158114
3459,0.12,0.917717
3460,0.47,0.686774
3461,0.77,0.650617
3462,0.87,0.220731
3463,0.08,0.004599
3464,0.44,0.621055
3465,0.87,0.931123
3466,0.66,0.266651
3467,0.33,0.016906
3468,0.07,0.954872
3469,0.4,0.579115
3470,0.47,0.787231
3471,0.11,0.038916
3472,0.7,0.758167
3473,0.95,0.978687
3474,0.03,0.743407
3475,0.73,0.458495
3476,0.23,0.186829
3477,0.35,0.824407
3478,0.51,0.72015
3479,0.6,0.947454
3480,0.35,0.742986
3481,0.44,0.724495
3482,0.41,0.68193
3483,0.32,0.354664
3484,0.14,0.06849
3485,0.33,0.13729
3486,0.37,0.905898
3487,0.84,0.624131
3488,0.81,0.546648
3489,0.22,0.451869
3490,0.81,0.747735
3491,0.37,0.281731
3492,0.96,0.586318
3493,0.06,0.953672
3494,0.64,0.161181
3495,0.85,0.3169
3496,0.32,0.576099
3497,0.42,0.041715
3498,0.01,0.651288
3499,0.44,0.848877
3500,0.68,0.144055
3501,0.25,0.089991
3502,0.01,0.13959
3503,0.19,0.95213
3504,0.38,0.576781
3505,0.69,0.790526
3506,0.55,0.486047
3507,0.51,0.173812
3508,0.5,0.456274
3509,0.51,0.591791
3510,0.44,0.772337
3511,0.99,0.661932
3512,0.27,0.044934
3513,0.49,0.658212
3514,0.73,0.004741
3515,0.51,0.915557
3516,0.93,0.039931
3517,0.71,0.255972
3518,0.57,0.715741
3519,0.44,0.195874
3520,0.74,0.073213
3521,0.83,0.403474
3522,0.86,0.138073
3523,0.18,0.709945
3524,0.44,0.271992
3525,0.06,0.836977
3526,0.51,0.041406
3527,0.11,0.287162
3528,0.47,0.487244
3529,0.11,0.041086
3530,0.54,0.009584
3531,0.26,0.361814
3532,0.98,0.081218
3533,0.68,0.522722
3534,0.81,0.020833
3535,0.58,0.343508
3536,0.63,0.009051
3537,0.02,0.961941
3538,0.62,0.851693
3539,0.5,0.695039
3540,0.57,0.954261
3541,0.55,0.780295
3542,0.27,0.937507
3543,0.42,0.727851
3544,0.38,0.494239
3545,0.7,0.165334
3546,0.31,0.556742
3547,0.93,0.259789
3548,0.81,0.141251
3549,0.55,0.928693
3550,0.25,0.070692
3551,0.06,0.548155
3552,0.27,0.226015
3553,0.08,0.364217
3554,0.74,0.454074
3555,0.11,0.761747
3556,0.13,0.471016
3557,0.83,0.04633
3558,0.93,0.154864
3559,0.49,0.014325
3560,0.12,0.191522
3561,0.37,0.023975
3562,0.07,0.581395
3563,0.89,0.736376
3564,0.43,0.634031
3565,0.35,0.725996
3566,0.77,0.721229
3567,0.37,0.38643
3568,0.88,0.847983
3569,0.88,0.136668
3570,0.82,0.323593
3571,0.43,0.377156
3572,0.98,0.98176
3573,0.47,0.993497
3574,0.59,0.157621
3575,0.61,0.425488
3576,0.24,0.712708
3577,0.94,0.326141
3578,0.79,0.518228
3579,0.1,0.091164
3580,0.89,0.211986
3581,0.5,0.139239
3582,0.84,0.77354
3583,0.07,0.095586
3584,0.39,0.339968
