hour,nl,de,uk
4322,22891.5,30931,28711.5
4323,22448,30307,29178.5
4324,22605,29645.5,29521
4325,23026,29377.5,29940.5
4326,23602,30297.5,28461.5
4327,26834,32051,26962
4328,30052,31951,24891.5
4329,31265.5,31058.5,23337.5
4330,31371.5,29497,22585
4331,31518.5,28612,22349
4332,32500,28602.5,22614
4333,32139.5,27081.5,23307
4334,32101,25756.5,24169.5
4335,31773,24949,26643.5
4336,31356.5,24593,29162
4337,30642.5,24222,30599.5
4338,30415,24135.5,30728.5
4339,30316.5,23990,30650.5
4340,30083,24216.5,30996.5
4341,28866.5,26130,30650
4342,27984.5,27767.5,30344
4343,27339,29038,30052.5
4344,25142.5,29762,29381.5
4345,23412.5,30347,29093.5
4346,22555,30438.5,29176.5
4347,22425.5,29765,29979
4348,22634,29211,30523
4349,23047,28919.5,30973.5
4350,23659,29784,29278
4351,26859.5,31523,27592
4352,29758,31447,25379
4353,31095.5,30534.5,25187
4354,31323,29045.5,24520.5
4355,31959,27965,24132
4356,32731.5,27551,24368.5
4357,32518,26082.5,25104.5
4358,32144.5,24766.5,26051.5
4359,31782,23787.5,28548
4360,31225.5,23157.5,30763
4361,30569,22734,31873
4362,30500.5,22661.5,32651.5
4363,30441.5,22512.5,33483.5
4364,30276,21856.5,33807.5
4365,29099.5,22397,33214
4366,27947,23537,32621
4367,27478.5,25190,32322.5
4368,25253,26142,31688
4369,23728.5,26954,30928.5
4370,23188,27238.5,30139.5
4371,23204,26627,30191
4372,23215.5,26011.5,30125
4373,23482.5,25710,30280.5
4374,24270.5,26563.5,28722.5
4375,27466,28281,27466
4376,30212.5,27798.5,25386
4377,31616.5,26343.5,23640.5
4378,31707,24795.5,22915
4379,32221.5,24543.5,22763.5
4380,32523,25604,22711
4381,32134,25549.5,22557
4382,31342.5,22711.5,21992
4383,30639,22479,20600
4384,30281.5,21678.5,20261.5
4385,29938.5,20788.5,21069.5
4386,29887,20119.5,21808
4387,29888.5,19573,22300
4388,29554.5,18707.5,23170
4389,28499.5,18422,22991
4390,27675.5,18539.5,22054
4391,27343,19449.5,20847.5
4392,25513.5,20492,20587.5
4393,23754,21778,20558.5
4394,22618,22584,21507.5
4395,22026,22503,22782
4396,22074,22256.5,23688.5
4397,22013.5,22344.5,24981.5
4398,21677,23534.5,24391
4399,22052.5,25220,24008
4400,23822.5,25710,22312.5
4401,25603,25175.5,21062
4402,26572,24300,20378.5
4403,27051,23755.5,20215.5
4404,27264.5,24234.5,20121
4405,26611,23175.5,20587.5
4406,25899,21865.5,20916.5
4407,24966,20823.5,20831.5
4408,24878.5,20275,21465.5
4409,24258.5,19972,22944
4410,24395,19981,23890.5
4411,24914.5,19802,24153.5
4412,24737,19511.5,24440
4413,23516,20747,24163
4414,23340,22436.5,23587
4415,23363.5,24104.5,23361.5
4416,21978,25039,23336
4417,20841,25828,23457.5
4418,20217.5,26128.5,23924.5
4419,20053,25720,24643
4420,19740.5,25401,25042
4421,19609,25479.5,25424.5
4422,19202.5,26296,24750
4423,19316.5,28621.5,24246
4424,20199.5,28811.5,22404
4425,21455,28197.5,20580
4426,22333.5,26604.5,19376
4427,23169.5,25875.5,19039.5
4428,24037,26168.5,19142.5
4429,23683.5,25065.5,19325.5
4430,22919.5,23631.5,19287.5
4431,22181.5,22616,19010.5
4432,21754.5,21828.5,19046.5
4433,21660.5,21062.5,20453
4434,22433.5,20813,21454
4435,23264,20365,22213
4436,23482.5,19664.5,23063
4437,23299,20068.5,22317
4438,23321,20786.5,21152
4439,23802.5,21961,20613.5
4440,22323,23151,20243
4441,21203,24445.5,20126.5
4442,21144,24846,20848
4443,20859.5,24211,21969
4444,20975,23760.5,22553
4445,21412.5,23691,23233
4446,22296,24946.5,23114
4447,25918.5,27064.5,22945
4448,29504,27611.5,21309.5
4449,30910.5,27034.5,19971
4450,31081.5,25983,19465
4451,31717.5,25546,19248.5
4452,32731.5,26078.5,19095.5
4453,32654,24897.5,19475
4454,32385.5,23602,19463
4455,31662.5,22470.5,19139
4456,31399.5,21876.5,19423
4457,30694.5,21602.5,20521.5
4458,30404,21785.5,21811.5
4459,30364,22285,22581
4460,29900,24096.5,23146
4461,28836,26778,22828.5
4462,28019.5,28428.5,22021
4463,27170,29459.5,21158.5
4464,25134,30162,20631
4465,23477,30747.5,20399.5
4466,22391.5,30966,21200.5
4467,22188,30635,22288
4468,22655,30332.5,23022
4469,23064.5,30130.5,24274.5
4470,23773.5,30674.5,24211
4471,26883,32592,23997
4472,29671.5,32475,22290
4473,31039,31953.5,20893.5
4474,31451.5,30474,20550.5
4475,31991.5,29602.5,20792.5
4476,32671.5,29173.5,21059
4477,32330,27775.5,21920
4478,31793,26648.5,23347
4479,30962.5,25581.5,26537
4480,30384,24860.5,29164.5
4481,29789,24461,30533
4482,29892,24601.5,30513.5
4483,29891,25320,30481
4484,29496.5,27392.5,30624.5
4485,28546.5,30496,29943
4486,27624,31985,29374.5
4487,27157,32391.5,28711
4488,25110.5,32705.5,28230
4489,23701.5,33135.5,27660
4490,23019.5,33244,28025.5
4491,22773,33066,28826
4492,22790,32624,29472
4493,23225.5,32347,30385.5
4494,23880,32681.5,29572.5
4495,26916,34141.5,28072
4496,29723.5,34488,25866.5
4497,30840.5,33932.5,24290.5
4498,30846.5,32393.5,23627
4499,31322,30971,23076.5
4500,32056.5,30418.5,23126
4501,31653,28451.5,23696.5
4502,31170.5,26997.5,24610
4503,30577,25907.5,27724
4504,29987,25160.5,29987.5
4505,29572,24727,30946.5
4506,29627.5,24779.5,30779.5
4507,29675.5,25266.5,30552
4508,28944.5,27033,30663.5
4509,26783,29734,30182
4510,25816.5,30972.5,29556.5
4511,25747,31416.5,28922
4512,24694.5,31942,28791.5
4513,23240,32469,28640.5
4514,22750.5,32497,28807
4515,22402,32064,29351
4516,22432.5,31562.5,30078.5
4517,22807.5,31358,31157.5
4518,23353.5,31695,30015.5
4519,26789.5,33262,27958.5
4520,29656.5,33824,25530.5
4521,30805.5,33219.5,23504.5
4522,31092,31654,23172
4523,31722.5,30611,22949
4524,32220.5,30286.5,23087
4525,31607.5,28555.5,23739
4526,31091.5,27030.5,24998
4527,30702.5,25844,27843
4528,30313,25145,30042
4529,30055,24752,31172
4530,30153.5,25020,31254
4531,30228,26125.5,31701.5
4532,30184.5,28832,31886
4533,29209,32243,31367
4534,28271,33329.5,30922
4535,27695,33398,30327
4536,25748.5,33644.5,30090.5
4537,24318,33934,29675
4538,23668.5,33906,29687.5
4539,23092.5,33593,30270
4540,23040.5,33159,30779
4541,23451,33035.5,31218
4542,24063,33128,30135
4543,27247,34765,28461.5
4544,30109,35162.5,26071.5
4545,31276.5,34683,24402.5
4546,31642,33170,23502
4547,32317,31869,23584
4548,32807,31076.5,23740
4549,32319,29230.5,24377.5
4550,31656.5,27670.5,25325
4551,31031.5,26576.5,27856
4552,30543,25792.5,30470
4553,30327,25255,31671
4554,30366,25448.5,31849.5
4555,30211.5,26392,32119
4556,29795.5,28774,32307.5
4557,28586.5,32035.5,31601.5
4558,27484,33156.5,30726.5
4559,27038,33392.5,30040
4560,25151,33700.5,29596
4561,23695,34013.5,29265.5
4562,22697,34034.5,29402
4563,22149.5,33394,29672.5
4564,21756.5,32872.5,29842
4565,21903.5,32533,29830
4566,21637.5,32832,29021.5
4567,22764,34554,27578
4568,24005.5,34785.5,25431
4569,25225.5,33913,23516
4570,26411.5,32110,22681.5
4571,27118.5,30992.5,22142
4572,27245,30705.5,22490
4573,26376.5,29278,22863.5
4574,25219,28178.5,22762
4575,24406,27178.5,22290.5
4576,24062,26477.5,23027.5
4577,24158,25922.5,24781
4578,24616.5,25701.5,26001
4579,25435,25485,26312.5
4580,25502,25202.5,26708.5
4581,24556,26288,26008
4582,24105.5,27803.5,25190.5
4583,23986,29356,24677
4584,22779,30407,24550.5
4585,21150.5,31098.5,24362
4586,20511,31301,25050.5
4587,20308.5,30785.5,25662
4588,20208,29939,25905
4589,20181,29694,25802.5
4590,19668.5,30114.5,25173
4591,20029,31618,24608
4592,20816,32149.5,22808.5
4593,21640.5,31339,21375
4594,22486,29667.5,20560
4595,23283,28848.5,20369
4596,23983.5,28970.5,20701
4597,23325,28032.5,21097
4598,22559.5,26655.5,21009
4599,22198,25500,20428
4600,22033,24795,20382
4601,22169,24053.5,21345
4602,22848,23569,22440
4603,23864,22872.5,23640.5
4604,24332,21729,24834.5
4605,24280,22085,24405.5
4606,24259,23361,23347.5
4607,24686,24873,22518
4608,23535,25873,22105
4609,22069,27199,21945
4610,21601.5,27271.5,22779.5
4611,21916,26305.5,23866.5
4612,21835,25629,24535
4613,22193.5,25442,25439.5
4614,23094.5,25974.5,25579
4615,26804.5,28310,25489.5
4616,29774,29561.5,23783
4617,31554.5,29396.5,22626.5
4618,32176.5,28276.5,22162.5
4619,32805.5,27580,21964.5
4620,33465.5,28053,22429.5
4621,33088.5,26906,23306.5
4622,32797.5,25765,24721.5
4623,32295,24755,28421.5
4624,31515.5,24301,31253.5
4625,31261,24052,32518
4626,31202,24308,32776
4627,30900,25433,33264.5
4628,30479,28544.5,33601
4629,29335,31721.5,32985
4630,28630,33046.5,32451.5
4631,27774,33462,31899.5
4632,25770,33898,31698
4633,24416,34449,31079.5
4634,24136.5,34515.5,30943
4635,23311,34262,30895
4636,23147.5,33755.5,30970
4637,23378.5,33446,31345
4638,24000,33424.5,30617.5
4639,27226.5,34736.5,28986
4640,29842,35258.5,26507
4641,31188,34866.5,24746.5
4642,31699.5,33429,23521
4643,32507,32132.5,23224.5
4644,33013.5,31483.5,23596.5
4645,32470.5,29526.5,24366
4646,32108.5,27936.5,25751
4647,31575,26887,28949.5
4648,31295.5,26269,31515
4649,30779,25977.5,32422
4650,30473,26151,32407
4651,30195.5,27135.5,32508
4652,30000,30418.5,32796.5
4653,29001.5,33802,32647
4654,28120.5,34857.5,32343.5
4655,27432,34860.5,31676
4656,25352,35017.5,31397
4657,23924.5,35113,30673.5
4658,23016,35231,30681.5
4659,22729,34975.5,30907
4660,22916.5,34540.5,31129.5
4661,23406.5,34333,31481.5
4662,24115.5,34463,30573.5
4663,27306,36017,28826
4664,29980,36565,26054.5
4665,31450.5,36079.5,24223.5
4666,31848.5,34463,23537.5
4667,32547.5,33163,23193.5
4668,33146.5,32198.5,23563
4669,32874.5,30296.5,24132
4670,32506,28854.5,25372
4671,31895,27906,28971.5
4672,31436,27175.5,31424.5
4673,30540,26740.5,32336
4674,30418.5,27030.5,32337.5
4675,30964.5,28017,32572
4676,30819.5,31087,33062.5
4677,29806,34488,32899
4678,29054,35596.5,32643.5
4679,28117,35553,32080.5
4680,26209,35831.5,31641.5
4681,24874,36042,30875.5
4682,23997.5,35863.5,30927
4683,23559.5,35774.5,31134
4684,23506,35385,31433
4685,23799.5,35193,31556
4686,24652,35177,30558.5
4687,27441,36566.5,28807.5
4688,30323.5,36996,26394.5
4689,31469,36370,24249
4690,31921.5,34464,23350
4691,32657,32952,23212.5
4692,33432,32119,23507.5
4693,32837.5,30272.5,23954
4694,32236,28093,25213.5
4695,31497.5,27029,28847.5
4696,31021.5,26247.5,31237.5
4697,30492.5,25968.5,32064
4698,29970,26051.5,32029
4699,29510,27090.5,32328.5
4700,29575.5,29962.5,32803
4701,28825,33189,32546
4702,27805,34230.5,32191.5
4703,27242.5,34296.5,31585
4704,25079.5,34571,31060
4705,23382,34918,30408
4706,22763,34899,30483
4707,22259,34634.5,30889.5
4708,22559.5,34115,30990
4709,23102.5,33760.5,31186.5
4710,23757.5,33620,30355.5
4711,26575,35046.5,28468
4712,28980,35506.5,25658
4713,30012.5,34889.5,23757
4714,29909,33162,23085.5
4715,30507.5,31614,23111
4716,32073,30802.5,23403
4717,31408.5,28887.5,24249.5
4718,30566.5,27336,25651.5
4719,29811,26302,28670
4720,29429,25723.5,31049.5
4721,29254,25467.5,32216
4722,29457.5,25718.5,32406.5
4723,29331,26748,32592
4724,29077.5,29487,32463.5
4725,27871,32816.5,31667
4726,26856.5,33992,30768
4727,26512.5,34141,30196.5
4728,24542.5,34569,29484.5
4729,22879.5,34900.5,29017
4730,21947.5,34670.5,29351
4731,21196.5,34173,29647
4732,21422,33405.5,29647
4733,21928,33025.5,29644.5
4734,21851,32929.5,29169.5
4735,22215.5,34175,28149.5
4736,23049,34519.5,25851
4737,24300.5,33737.5,23777
4738,25519.5,31930.5,22700
4739,26560,30518.5,22496
4740,27128,30069,23002
4741,26550.5,28471,23220
4742,25660,26966,23038.5
4743,24731.5,25817,22265
4744,24121,25082,23078
4745,24251.5,24608.5,24628.5
4746,24456,24394.5,25303.5
4747,24330,23976.5,25325.5
4748,24078.5,23730,25158.5
4749,22921.5,25232,24522.5
4750,22219,26927,23655
4751,22279,28458,23128
4752,20926,29339,22832
4753,19537.5,29971.5,22685.5
4754,18860,29810,23399.5
4755,18536.5,29029.5,24528.5
4756,18788.5,28443.5,24889
4757,18751.5,28387.5,25052.5
4758,18271,28729,24964
4759,18563.5,30523,24440
4760,19360,31423.5,22678
4761,20032.5,30717,21082
4762,20583,28914,19910.5
4763,21342,28191,19273.5
4764,22267,28307.5,19663.5
4765,21872.5,27174.5,20229.5
4766,20765,25967,20382.5
4767,20151.5,24741,19730
4768,19752.5,23768,19906
4769,19739.5,23369,20637
4770,20590.5,23016.5,21333
4771,21379,22188,22010
4772,21848.5,21162,22808.5
4773,21845,21350.5,21975.5
4774,21962.5,22620,20640
4775,22553.5,24339.5,19737.5
4776,21078.5,25585,19474
4777,19948.5,26882.5,19572.5
4778,19175.5,26860.5,20810.5
4779,19249,25932.5,22486
4780,19670,25181.5,23465
4781,20236,24852.5,24361.5
4782,21134.5,25035,24837.5
4783,24562.5,27113.5,24427.5
4784,27610,28518,22493
4785,29147,28316.5,20968.5
4786,29633,27258.5,20125.5
4787,30725,26681,20380.5
4788,31512.5,26989,20951.5
4789,31057.5,25511.5,21891.5
4790,30441.5,24177.5,23675.5
4791,29874,23199.5,27456.5
4792,29456.5,22711.5,29957
4793,29357.5,22675,30631.5
4794,29533,23202.5,30385.5
4795,29316,24564.5,30442
4796,29074.5,27494.5,30574.5
4797,27990.5,30916.5,30220.5
4798,27310,32369,29918.5
4799,26672.5,32780,29378
4800,24429,33038.5,28926
4801,22977,33643.5,28357
4802,22394,33502.5,28551
4803,22295.5,33343.5,29309
4804,22256,32829,29675.5
4805,22699.5,32513,29807.5
4806,23502.5,32353.5,29398.5
4807,26333.5,33718.5,27398.5
4808,28835,34335.5,24591.5
4809,30189.5,33782.5,23101
4810,30685,32128,22414
4811,31249,30791,22293.5
4812,31782.5,29874,22826
4813,31437,27535,23424.5
4814,31052.5,25770.5,24818.5
4815,30566,24868.5,27872
4816,29990,24521.5,30288
4817,29619,24528,31036.5
4818,29939,25052.5,30585.5
4819,29947.5,26190.5,30986
4820,29764.5,29258,31467.5
4821,28675.5,32651,31212.5
4822,27944.5,33912,31027.5
4823,27232.5,33907.5,30476
4824,24994.5,34159,30313.5
4825,23315,34399,29673
4826,22711.5,34181.5,29772.5
4827,22659,33879,30461
4828,22558,33362,30620
4829,23078.5,33176,30253
4830,23784,33072.5,29673.5
4831,26672.5,34356,27750
4832,29319.5,34934.5,25469.5
4833,30595.5,34485,23587
4834,30951.5,32666.5,23008
4835,31647,31250,23058
4836,32242,30203.5,23514
4837,31899.5,27972.5,24036
4838,31684.5,26306.5,25073.5
4839,31209.5,25429.5,28366.5
4840,31037.5,24833.5,30824
4841,30763,24841.5,31989
4842,30890.5,25248.5,31966
4843,30836.5,26317.5,32005
4844,30278,29356,32468
4845,28832,32856.5,32243.5
4846,28258,33949.5,32080
4847,27300,33917.5,31534
4848,25138.5,34028.5,31241
4849,23739.5,34190.5,30881.5
4850,23008.5,33844,30998
4851,23097.5,33548,31246
4852,23192.5,33155.5,30823.5
4853,23692,33022.5,30410
4854,24465.5,33022,30114.5
4855,27173,34492,28410
4856,29833.5,35312,25745
4857,31225,34722,24125
4858,31618,33042,23122.5
4859,32325,31327,23089.5
4860,32916.5,30370.5,23438
4861,32653.5,28337.5,24145.5
4862,32362.5,26742,25346.5
4863,31927,25781,28165.5
4864,31404,25302,30284
4865,30977,25174,31062
4866,30869.5,25452.5,30915.5
4867,30550,26522.5,31020
4868,29928.5,29410.5,31336
4869,28747.5,32942.5,30739.5
4870,27891,33962,30170
4871,26702,33835,29686
4872,24517.5,33851,29311.5
4873,23132,34344,28656.5
4874,22378.5,34223.5,28932.5
4875,22402.5,34018.5,29651
4876,22510.5,33696,30049.5
4877,22949,33438.5,29744.5
4878,23759.5,33262,29511.5
4879,26503,34521.5,27791
4880,29281,35112.5,25291.5
4881,30981.5,34691.5,23479
4882,31553,33009.5,22549.5
4883,31966,31452.5,22400
4884,32465,30436,22673.5
4885,31938.5,28312.5,23501
4886,31325,26541.5,25135
4887,30504.5,25619.5,27746
4888,29974,24905.5,29935.5
4889,29719,24868,30569
4890,29498.5,25150,30160.5
4891,29081.5,26217.5,29847
4892,28417.5,29147.5,29968
4893,26984.5,32630.5,29202.5
4894,26118.5,33953.5,28315.5
4895,25078,34003.5,27572.5
4896,23071,34059,27136.5
4897,21497.5,34211,26966.5
4898,20842,33284.5,27481.5
4899,20421.5,32752,28069
4900,20424,32409.5,28370
4901,20730.5,32112,28247
4902,21078,32047.5,28242.5
4903,22039,33685,26779
4904,23366.5,34229,24447.5
4905,24966.5,33517.5,22376
4906,26648.5,31778.5,21548.5
4907,27810,30193,21241.5
4908,28278.5,29669,21190
4909,27543,27857,21379.5
4910,26608,26205.5,21517
4911,25594,25178,21596
4912,25054,24442.5,22578.5
4913,24820.5,24088.5,23979
4914,24789.5,23941.5,24703
4915,24864,23617,24765
4916,24406.5,23419.5,24626.5
4917,23391,24974,23809.5
4918,22869,26948,22612.5
4919,22697.5,28442.5,21661
4920,21218,29289.5,21489.5
4921,20370,29814,21472
4922,19568,29525,22345
4923,18944,28550.5,23505.5
4924,19118.5,27815.5,24007
4925,19197.5,27655,24112
4926,18881.5,27816.5,24467.5
4927,18965,29584,23714
4928,19323,30470,21794.5
4929,20315,29763,20453
4930,21121.5,28080.5,19510
4931,22109,27041.5,19029.5
4932,23010.5,27107,19283
4933,22333,25880,19455.5
4934,21701,24400,19627
4935,21393.5,23312.5,19123
4936,21206,22565,19278
4937,21165,22175,20039.5
4938,21571.5,21986,21072
4939,22252,21390.5,21223.5
4940,22475.5,20549,21864
4941,22250.5,20997.5,21315.5
4942,22347.5,22290.5,20056.5
4943,22472,23812,19225.5
4944,20844,25027,19463
4945,19836.5,26272,19782.5
4946,19612.5,26276,20943
4947,19609.5,25354.5,22368
4948,19805.5,24630.5,23117.5
4949,20377,24459.5,23838
4950,21446.5,24792,24598.5
4951,24523,26878,24117.5
4952,27861.5,28405,22288.5
4953,29677.5,28347,21154
4954,30580.5,27359.5,20283.5
4955,31411.5,26667.5,20290
4956,32248.5,26939.5,20551
4957,32136,25781,21117.5
4958,31584.5,24269.5,22841
4959,31015,23301,26399.5
4960,30568,22884,29587
4961,29844,22724,31114.5
4962,29667,23337,31682
4963,29597.5,24666,32232
4964,28850.5,27623,32710.5
4965,27400,30764.5,32117.5
4966,26648.5,31951.5,31721
4967,25451,32414.5,31257
4968,23230,33020,30680
4969,21785.5,33627.5,30060.5
4970,21184.5,33506,30166.5
4971,21112.5,33256,30094.5
4972,21059,32680.5,30318
4973,21526,32354.5,29798
4974,22450,31994,29496.5
4975,25288,33407,27577
4976,28236,34282.5,25104
4977,29798.5,33814,23698.5
4978,30651,32330.5,23049
4979,31416.5,31011,22704
4980,32063.5,30183,22863
4981,31601,28153.5,23548.5
4982,31160.5,26579,25094
4983,30514,25543,27770.5
4984,29894.5,25109.5,30179.5
4985,29131,24988.5,31236
4986,28994.5,25332.5,30923.5
4987,28935,26561.5,30850
4988,28773.5,29657,31115
4989,27762,32992.5,30981
4990,27251,34005.5,30869
4991,26107.5,34175,30356.5
4992,23713,34514,30029.5
4993,22127,34735.5,29059
4994,21633.5,34519.5,29063
4995,21621.5,34466.5,29382
4996,21665.5,34151,29660.5
4997,22245,33785,29532.5
4998,23018.5,33516,29344
4999,25897,35245.5,27291.5
5000,28782.5,35956,24588
5001,30707,35408.5,23242.5
5002,31550.5,33847.5,22545.5
5003,32366.5,32482,22366.5
5004,33205,31894.5,22401
5005,32850,30358.5,23238.5
5006,32307,29084,25057
5007,31507,28088,27678.5
5008,30589.5,27422,30056.5
5009,29788,26739,30831.5
5010,29533,26693,30427
5011,29452.5,27686,30496
5012,29001,30616,30716.5
5013,27762.5,34059,30238
5014,26775.5,34949.5,29900.5
5015,25576.5,35045,29328
5016,23349,35341.5,28930.5
5017,22192.5,35755,28571
5018,21518.5,35640,28811.5
5019,21534,35631.5,29361
5020,21521.5,35429.5,29703.5
5021,21954,35277,29478.5
5022,22784.5,35342,28898
5023,25539.5,37477.5,27045
5024,28306,38412,24509
5025,30322.5,37723.5,22895
5026,31237,35852.5,22205.5
5027,31745.5,34409.5,21742.5
5028,32131,33682,21864
5029,31547.5,32022.5,22440
5030,31023.5,30355,24089
5031,30412.5,29349.5,27108.5
5032,30057,28470,29584.5
5033,29517,27936.5,30318
5034,29444,27735.5,30098.5
5035,29155.5,28469,30187.5
5036,28842.5,31128.5,30525
5037,27786,34290,30139
5038,27266.5,35263,29816
5039,25949,35465.5,29432.5
5040,23767,35944.5,29270.5
5041,21968.5,36569,29019.5
5042,21474.5,36608,29321.5
5043,21341,36305,29826
5044,21330.5,35776.5,29928
5045,21613.5,35342.5,29724.5
5046,22341.5,34694.5,29512.5
5047,25021.5,35826,27451.5
5048,27819,36575,24705
5049,29495,35689,22901
5050,29973,33910.5,22476
5051,30499,32276.5,22105.5
5052,31119,31438.5,22149
5053,30631,29564.5,22762
5054,29664,28007,24452
5055,28791.5,26717.5,27701.5
5056,28189,25941,30105.5
5057,27778,25745.5,31255.5
5058,27638.5,25799.5,31993.5
5059,27411,26790.5,32707.5
5060,26969,29331,33311
5061,25875,32554,32145.5
5062,25499,33683.5,31181
5063,24497.5,34069,30332.5
5064,22609.5,34262.5,29849
5065,21045,34431.5,29450.5
5066,20182,34231.5,29614.5
5067,19789.5,33587,29296.5
5068,19584.5,32945.5,28703.5
5069,19785,32562.5,27729
5070,19922.5,32348,27005.5
5071,20627,34083,25382
5072,21754.5,34632,23160.5
5073,23114.5,33825,21235
5074,24432,31818.5,20158.5
5075,25172.5,30606,19697.5
5076,25397.5,30242,19398.5
5077,25036,28859.5,19488
5078,24247,27444,19276
5079,23694.5,26544,18480
5080,23108.5,25935,19220.5
5081,22977,25719,20374
5082,23464,25624,21407
5083,23906.5,25037,22197
5084,23797.5,24506,23310.5
5085,22750.5,25672,23036.5
5086,22498.5,27302.5,22162
5087,22052,29050.5,21639
5088,20877,29654.5,21202.5
5089,19026.5,30082,21372.5
5090,18414.5,29930,21736
5091,18034.5,28997.5,22320.5
5092,18127.5,28299.5,22344
5093,18178.5,27797,22032
5094,18170.5,27594,22469.5
5095,18350.5,29318.5,21831
5096,18706.5,30672,20112.5
5097,19641.5,29796,18687.5
5098,20652.5,28040.5,17772
5099,21747,26959,17364
5100,22697,27388.5,17580
5101,22096,26375.5,17854
5102,21308.5,25172,18123
5103,20956,24139,18060
5104,20569,23391,19187.5
5105,20649.5,22785,20525
5106,21274,22281.5,21712.5
5107,22116.5,21808,22592
5108,22390,21040,23998.5
5109,22239.5,21352,23573.5
5110,22668,22554.5,22525
5111,22371,24160.5,21832
5112,20625,25297,21691
5113,19674.5,26618,21953
5114,19443,26543.5,22783.5
5115,19438.5,25686.5,23622
5116,19397.5,24840,23855
5117,19947,24591,23893
5118,21193.5,24722,24123.5
5119,24178,26900,23558.5
5120,27415.5,28953.5,21666
5121,29280,28675,20437
5122,30194.5,27773.5,20257.5
5123,31195.5,27151.5,19923.5
5124,32090.5,27772,20310.5
5125,31785,26484,21243.5
5126,31205,26298.5,22801.5
5127,30307.5,25536,26403.5
5128,29866,25373,29680.5
5129,29117.5,25160,31449
5130,28866,25610.5,31779.5
5131,28797,26455.5,32402.5
5132,28424,29574.5,33216.5
5133,27179.5,33052,33066.5
5134,26510,34247.5,32773.5
5135,24966.5,34721.5,32175
5136,22799,35202,31781
5137,21439,35465,30903
5138,21213.5,35368,30909
5139,20848,35282,30758
5140,20794,34912,30625.5
5141,21400,34565.5,29913
5142,22178.5,33943,29208
5143,24811.5,35183,27286.5
5144,27555,36261,24605
5145,29295,35418,23082
5146,30199,33779,22583.5
5147,30496.5,32472,22220
5148,31315,31605.5,22489.5
5149,31117.5,30029,23463
5150,30359.5,29011,24548.5
5151,29639.5,28480.5,27658.5
5152,29205,27869.5,30598.5
5153,28635,27320,32106.5
5154,28535.5,27488.5,32203.5
5155,28505,28353,32971.5
5156,28043,30738,33503.5
5157,27085,33982,33007
5158,26803.5,35288,32233.5
5159,25476,35547.5,31799.5
5160,23133.5,35997,31353.5
5161,21530.5,36579.5,30698
5162,21204.5,36726.5,31100.5
5163,20854.5,37007,30575
5164,20813.5,36876.5,30072.5
5165,21341,36694.5,29302.5
5166,22268,36373,29054
5167,24882,37395.5,27359.5
5168,27740.5,38176,25033
5169,29253,37225.5,23615.5
5170,29573.5,35181.5,23186.5
5171,30154,33272.5,22760.5
5172,30898,32088.5,23030.5
5173,30720.5,30350.5,23808
5174,30618.5,28801.5,24631.5
5175,30021,27559.5,27516
5176,29650.5,26817,30304.5
5177,28994,27236,31859.5
5178,28618,27739.5,31806.5
5179,28607.5,28143.5,32133.5
5180,28359,30610,32534
5181,27411,34271,32087
5182,27140.5,35580.5,31772
5183,25516.5,35836.5,31087.5
5184,23183.5,36373,30827
5185,21606.5,36876.5,30179
5186,21310.5,36773,30128.5
5187,20992.5,36562,30360
5188,20954.5,36033.5,30363.5
5189,21341,35757,29665
5190,22260,35418,29383
5191,25046,36443,28282.5
5192,27810,37686.5,25935
5193,29507,36515,24340.5
5194,30275,34180,23760.5
5195,30990.5,32364,23461.5
5196,31569.5,31223,23544.5
5197,31099.5,29162.5,24273
5198,30579.5,27630,25543
5199,29785,27187.5,28757
5200,29322.5,26996,31703
5201,28941.5,26764.5,33383.5
5202,29044.5,26686,33922
5203,28962.5,27481.5,34667
5204,28571,30077.5,35414.5
5205,27672,33353,35399.5
5206,27166.5,34242,35079.5
5207,25480.5,34296.5,34417.5
5208,23028,34460,33836
5209,21680.5,34595,32751
5210,21330,34292,32648
5211,20995.5,33983.5,32566
5212,20977.5,33500,32325.5
5213,21433,33266,31324.5
5214,22405,32900,30453.5
5215,24975,34223,28585.5
5216,27634,35780.5,26210
5217,29299.5,35023,24662.5
5218,29885.5,33257,23991.5
5219,30749,31736.5,23629.5
5220,31471,30754.5,23769.5
5221,31147.5,28703.5,24231.5
5222,30156,27276.5,25110
5223,29421.5,26694.5,27895
5224,28787.5,26429.5,30919.5
5225,28530,26527.5,32438.5
5226,28669.5,27096,32831
5227,28447.5,27797,33438
5228,27925,30207,33709
5229,26867.5,33576,33182
5230,26156,34516,32076.5
5231,24858,34434,31158.5
5232,22851,34852,30680
5233,21496,35036,30118.5
5234,20681.5,34860,30129
5235,20034.5,34116.5,29948
5236,20118,33357,29628
5237,20230,32848.5,28848
5238,20591.5,32613.5,28414
5239,21051.5,34112,27096.5
5240,22158.5,34989,24877.5
5241,23576,33985,23114.5
5242,24477.5,32008.5,22243
5243,25066.5,30361,21702.5
5244,25451.5,29739,21853.5
5245,24940,27977,22111.5
5246,23824,26410,22059.5
5247,23158.5,25427,22203.5
5248,22740.5,24648,23220.5
5249,22557.5,24445.5,24713.5
5250,23125.5,24268,25834.5
5251,23653,24094,26317
5252,23588.5,23569,27114
5253,22924.5,24676,26711
5254,22993,26341.5,25620
5255,22123.5,28080.5,24379
5256,20450.5,28984,24040
