hour,nl100,de100,frbelux100,nl92,de90,frbelux92,nl96,de95,frbelux96,uk100,uk94,uk97
3697,9218,42422,56043,8480.56,38179.8,51559.56,8849.28,40300.9,53801.28,24054,22610.76,23332.38
3698,8514,38228.8,52500,7832.88,34405.92,48300,8173.44,36317.36,50400,23648,22229.12,22938.56
3699,8185,38533.8,50524,7530.2,34680.42,46482.08,7857.6,36607.11,48503.04,23139,21750.66,22444.83
3700,8046,38164.8,47904,7402.32,34348.32,44071.68,7724.16,36256.56,45987.84,22570,21215.8,21892.9
3701,8026,38214.3,47074,7383.92,34392.87,43308.08,7704.96,36303.585,45191.04,23148,21759.12,22453.56
3702,8141,38439.5,48602,7489.72,34595.55,44713.84,7815.36,36517.525,46657.92,27568,25913.92,26740.96
3703,9253,39648.5,52907,8512.76,35683.65,48674.44,8882.88,37666.075,50790.72,32694,30732.36,31713.18
3704,11088,43680.8,58972,10200.96,39312.72,54254.24,10644.48,41496.76,56613.12,33971,31932.74,32951.87
3705,12434,48557.8,62659,11439.28,43702.02,57646.28,11936.64,46129.91,60152.64,33640,31621.6,32630.8
3706,12952,50968.3,64917,11915.84,45871.47,59723.64,12433.92,48419.885,62320.32,32942,30965.48,31953.74
3707,13019,51503.3,66025,11977.48,46352.97,60743,12498.24,48928.135,63384,32698,30736.12,31717.06
3708,12988,52911,66878,11948.96,47619.9,61527.76,12468.48,50265.45,64202.88,32325,30385.5,31355.25
3709,12789,52962,67465,11765.88,47665.8,62067.8,12277.44,50313.9,64766.4,31678,29777.32,30727.66
3710,12843,51275.5,66786,11815.56,46147.95,61443.12,12329.28,48711.725,64114.56,31270,29393.8,30331.9
3711,12773,50059.8,66444,11751.16,45053.82,61128.48,12262.08,47556.81,63786.24,31429,29543.26,30486.13
3712,12750,49060.8,64985,11730,44154.72,59786.2,12240,46607.76,62385.6,32963,30985.22,31974.11
3713,12783,48213.3,63617,11760.36,43391.97,58527.64,12271.68,45802.635,61072.32,33998,31958.12,32978.06
3714,12798,48360,62851,11774.16,43524,57822.92,12286.08,45942,60336.96,34399,32335.06,33367.03
3715,12285,48698.8,62925,11302.2,43828.92,57891,11793.6,46263.86,60408,34259,32203.46,33231.23
3716,11986,48822.8,62524,11027.12,43940.52,57522.08,11506.56,46381.66,60023.04,33458,31450.52,32454.26
3717,11625,47900.8,59351,10695,43110.72,54602.92,11160,45505.76,56976.96,32834,30863.96,31848.98
3718,11105,46966.5,57450,10216.6,42269.85,52854,10660.8,44618.175,55152,31130,29262.2,30196.1
3719,11049,46790.8,60555,10165.08,42111.72,55710.6,10607.04,44451.26,58132.8,27039,25416.66,26227.83
3720,10419,43633.5,61145,9585.48,39270.15,56253.4,10002.24,41451.825,58699.2,24101,22654.94,23377.97
3721,9441,40538,55854,8685.72,36484.2,51385.68,9063.36,38511.1,53619.84,23240,21845.6,22542.8
3722,8722,38309.8,52222,8024.24,34478.82,48044.24,8373.12,36394.31,50133.12,22765,21399.1,22082.05
3723,8326,37248.5,50180,7659.92,33523.65,46165.6,7992.96,35386.075,48172.8,22327,20987.38,21657.19
3724,8178,36977.5,47512,7523.76,33279.75,43711.04,7850.88,35128.625,45611.52,21923,20607.62,21265.31
3725,8153,37636.3,46684,7500.76,33872.67,42949.28,7826.88,35754.485,44816.64,22559,21205.46,21882.23
3726,8220,37993.8,48250,7562.4,34194.42,44390,7891.2,36094.11,46320,26860,25248.4,26054.2
3727,9246,45615,52147,8506.32,41053.5,47975.24,8876.16,43334.25,50061.12,32564,30610.16,31587.08
3728,11047,51473.8,58504,10163.24,46326.42,53823.68,10605.12,48900.11,56163.84,34739,32654.66,33696.83
3729,12504,55875.8,62579,11503.68,50288.22,57572.68,12003.84,53082.01,60075.84,35096,32990.24,34043.12
3730,13246,58177.5,65412,12186.32,52359.75,60179.04,12716.16,55268.625,62795.52,34922,32826.68,33874.34
3731,13429,59462.3,66810,12354.68,53516.07,61465.2,12891.84,56489.185,64137.6,34352,32290.88,33321.44
3732,13555,60575,67805,12470.6,54517.5,62380.6,13012.8,57546.25,65092.8,33762,31736.28,32749.14
3733,13358,60850,68436,12289.36,54765,62961.12,12823.68,57807.5,65698.56,32580,30625.2,31602.6
3734,13425,59830.3,67451,12351,53847.27,62054.92,12888,56838.785,64752.96,31947,30030.18,30988.59
3735,13400,58166,66679,12328,52349.4,61344.68,12864,55257.7,64011.84,31439,29552.66,30495.83
3736,13246,57047.3,64803,12186.32,51342.57,59618.76,12716.16,54194.935,62210.88,32110,30183.4,31146.7
3737,13182,55787.3,63292,12127.44,50208.57,58228.64,12654.72,52997.935,60760.32,32488,30538.72,31513.36
3738,13213,55291,62305,12155.96,49761.9,57320.6,12684.48,52526.45,59812.8,32090,30164.6,31127.3
3739,12815,54710.3,62014,11789.8,49239.27,57052.88,12302.4,51974.785,59533.44,31454,29566.76,30510.38
3740,12394,54115,60908,11402.48,48703.5,56035.36,11898.24,51409.25,58471.68,30492,28662.48,29577.24
3741,11973,51916.5,57884,11015.16,46724.85,53253.28,11494.08,49320.675,55568.64,29901,28106.94,29003.97
3742,11393,50251.3,56024,10481.56,45226.17,51542.08,10937.28,47738.735,53783.04,28941,27204.54,28072.77
3743,11012,49244.8,58919,10131.04,44320.32,54205.48,10571.52,46782.56,56562.24,25736,24191.84,24963.92
3744,10340,45387.5,59876,9512.8,40848.75,55085.92,9926.4,43118.125,57480.96,22835,21464.9,22149.95
3745,9367,42110.8,54784,8617.64,37899.72,50401.28,8992.32,40005.26,52592.64,21680,20379.2,21029.6
3746,8638,39130.5,50805,7946.96,35217.45,46740.6,8292.48,37173.975,48772.8,20677,19436.38,20056.69
3747,8216,38023.5,48248,7558.72,34221.15,44388.16,7887.36,36122.325,46318.08,20077,18872.38,19474.69
3748,7975,37272.3,45204,7337,33545.07,41587.68,7656,35408.685,43395.84,19184,18032.96,18608.48
3749,7855,36836,43707,7226.6,33152.4,40210.44,7540.8,34994.2,41958.72,18842,17711.48,18276.74
3750,7618,36980,43272,7008.56,33282,39810.24,7313.28,35131,41541.12,20425,19199.5,19812.25
3751,7834,39130.8,43877,7207.28,35217.72,40366.84,7520.64,37174.26,42121.92,22704,21341.76,22022.88
3752,8538,42482.5,46612,7854.96,38234.25,42883.04,8196.48,40358.375,44747.52,24777,23290.38,24033.69
3753,9464,47791.3,50349,8706.88,43012.17,46321.08,9085.44,45401.735,48335.04,26200,24628,25414
3754,10274,52008,54063,9452.08,46807.2,49737.96,9863.04,49407.6,51900.48,26286,24708.84,25497.42
3755,10548,54610.3,55694,9704.16,49149.27,51238.48,10126.08,51879.785,53466.24,25935,24378.9,25156.95
3756,10456,55770.8,56636,9619.52,50193.72,52105.12,10037.76,52982.26,54370.56,25242,23727.48,24484.74
3757,10235,54927.8,58332,9416.2,49435.02,53665.44,9825.6,52181.41,55998.72,24266,22810.04,23538.02
3758,9915,53049.8,56946,9121.8,47744.82,52390.32,9518.4,50397.31,54668.16,23441,22034.54,22737.77
3759,10156,51368.3,55452,9343.52,46231.47,51015.84,9749.76,48799.885,53233.92,23290,21892.6,22591.3
3760,9490,50225.3,53715,8730.8,45202.77,49417.8,9110.4,47714.035,51566.4,24253,22797.82,23525.41
3761,9553,49690.8,52554,8788.76,44721.72,48349.68,9170.88,47206.26,50451.84,26114,24547.16,25330.58
3762,9827,50307.5,52297,9040.84,45276.75,48113.24,9433.92,47792.125,50205.12,27032,25410.08,26221.04
3763,9929,49703.8,52827,9134.68,44733.42,48600.84,9531.84,47218.61,50713.92,27383,25740.02,26561.51
3764,9843,48833,52543,9055.56,43949.7,48339.56,9449.28,46391.35,50441.28,27048,25425.12,26236.56
3765,9715,46776.8,50729,8937.8,42099.12,46670.68,9326.4,44437.96,48699.84,27096,25470.24,26283.12
3766,9428,45117.8,49998,8673.76,40606.02,45998.16,9050.88,42861.91,47998.08,26977,25358.38,26167.69
3767,9540,44136.5,53942,8776.8,39722.85,49626.64,9158.4,41929.675,51784.32,24533,23061.02,23797.01
3768,9156,41051.5,55328,8423.52,36946.35,50901.76,8789.76,38998.925,53114.88,21953,20635.82,21294.41
3769,9067,37353.5,51186,8341.64,33618.15,47091.12,8704.32,35485.825,49138.56,20943,19686.42,20314.71
3770,7636,35204.5,47808,7025.12,31684.05,43983.36,7330.56,33444.275,45895.68,20188,18976.72,19582.36
3771,7999,34364.3,45257,7359.08,30927.87,41636.44,7679.04,32646.085,43446.72,19629,18451.26,19040.13
3772,7076,33905,42272,6509.92,30514.5,38890.24,6792.96,32209.75,40581.12,18842,17711.48,18276.74
3773,6955,33846.8,40898,6398.6,30462.12,37626.16,6676.8,32154.46,39262.08,18427,17321.38,17874.19
3774,8069,33266.5,40008,7423.48,29939.85,36807.36,7746.24,31603.175,38407.68,19411,18246.34,18828.67
3775,7324,34248.3,39629,6738.08,30823.47,36458.68,7031.04,32535.885,38043.84,20605,19368.7,19986.85
3776,7677,36154.8,41212,7062.84,32539.32,37915.04,7369.92,34347.06,39563.52,22287,20949.78,21618.39
3777,7603,39802.5,44064,6994.76,35822.25,40538.88,7298.88,37812.375,42301.44,23953,22515.82,23234.41
3778,8229,43319.3,47498,7570.68,38987.37,43698.16,7899.84,41153.335,45598.08,24909,23414.46,24161.73
3779,8581,45389.8,49825,7894.52,40850.82,45839,8237.76,43120.31,47832,25233,23719.02,24476.01
3780,8808,47361,51361,8103.36,42624.9,47252.12,8455.68,44992.95,49306.56,25179,23668.26,24423.63
3781,9459,47007.5,53333,8702.28,42306.75,49066.36,9080.64,44657.125,51199.68,24432,22966.08,23699.04
3782,8729,45384.8,51586,8030.68,40846.32,47459.12,8379.84,43115.56,49522.56,23795,22367.3,23081.15
3783,8489,44062.5,49768,7809.88,39656.25,45786.56,8149.44,41859.375,47777.28,23800,22372,23086
3784,8356,43250.8,48151,7687.52,38925.72,44298.92,8021.76,41088.26,46224.96,25182,23671.08,24426.54
3785,8507,43023.3,47022,7826.44,38720.97,43260.24,8166.72,40872.135,45141.12,27010,25389.4,26199.7
3786,9088,44181.8,47385,8360.96,39763.62,43594.2,8724.48,41972.71,45489.6,28317,26617.98,27467.49
3787,9977,45944,49015,9178.84,41349.6,45093.8,9577.92,43646.8,47054.4,29049,27306.06,28177.53
3788,10075,44254.3,50739,9269,39828.87,46679.88,9672,42041.585,48709.44,29031,27289.14,28160.07
3789,10056,45541.5,50285,9251.52,40987.35,46262.2,9653.76,43264.425,48273.6,29062,27318.28,28190.14
3790,9856,44830.3,50183,9067.52,40347.27,46168.36,9461.76,42588.785,48175.68,28335,26634.9,27484.95
3791,11405,45241.5,53691,10492.6,40717.35,49395.72,10948.8,42979.425,51543.36,24932,23436.08,24184.04
3792,8850,41627.3,54477,8142,37464.57,50118.84,8496,39545.935,52297.92,22361,21019.34,21690.17
3793,8175,38612.3,50345,7521,34751.07,46317.4,7848,36681.685,48331.2,21656,20356.64,21006.32
3794,7680,36845,47170,7065.6,33160.5,43396.4,7372.8,35002.75,45283.2,21226,19952.44,20589.22
3795,7443,36246.3,45335,6847.56,32621.67,41708.2,7145.28,34433.985,43521.6,20894,19640.36,20267.18
3796,7365,36405,43157,6775.8,32764.5,39704.44,7070.4,34584.75,41430.72,20498,19268.12,19883.06
3797,7414,37416.3,42894,6820.88,33674.67,39462.48,7117.44,35545.485,41178.24,21342,20061.48,20701.74
3798,7572,40958.5,44987,6966.24,36862.65,41388.04,7269.12,38910.575,43187.52,26029,24467.26,25248.13
3799,8760,50835.5,49665,8059.2,45751.95,45691.8,8409.6,48293.725,47678.4,31439,29552.66,30495.83
3800,10557,57525.5,55954,9712.44,51772.95,51477.68,10134.72,54649.225,53715.84,32889,30915.66,31902.33
3801,11960,60626,59920,11003.2,54563.4,55126.4,11481.6,57594.7,57523.2,32892,30918.48,31905.24
3802,13017,61859.3,62424,11975.64,55673.37,57430.08,12496.32,58766.335,59927.04,32744,30779.36,31761.68
3803,12600,63171.3,63630,11592,56854.17,58539.6,12096,60012.735,61084.8,33212,31219.28,32215.64
3804,12715,64911.5,64849,11697.8,58420.35,59661.08,12206.4,61665.925,62255.04,33042,31059.48,32050.74
3805,12555,64936.5,65352,11550.6,58442.85,60123.84,12052.8,61689.675,62737.92,32763,30797.22,31780.11
3806,12629,63949.3,64524,11618.68,57554.37,59362.08,12123.84,60751.835,61943.04,32643,30684.42,31663.71
3807,12923,62540.8,65843,11889.16,56286.72,60575.56,12406.08,59413.76,63209.28,32627,30669.38,31648.19
3808,12396,61868.5,62773,11404.32,55681.65,57751.16,11900.16,58775.075,60262.08,34126,32078.44,33102.22
3809,12372,60472.5,61579,11382.24,54425.25,56652.68,11877.12,57448.875,59115.84,35218,33104.92,34161.46
3810,12863,60093.5,60674,11833.96,54084.15,55820.08,12348.48,57088.825,58247.04,34884,32790.96,33837.48
3811,11835,59787.8,61009,10888.2,53809.02,56128.28,11361.6,56798.41,58568.64,34272,32215.68,33243.84
3812,11493,59239,60704,10573.56,53315.1,55847.68,11033.28,56277.05,58275.84,33324,31324.56,32324.28
3813,11085,56661.8,57423,10198.2,50995.62,52829.16,10641.6,53828.71,55126.08,32375,30432.5,31403.75
3814,10610,54039.5,55495,9761.2,48635.55,51055.4,10185.6,51337.525,53275.2,30549,28716.06,29632.53
3815,10548,52062.3,58311,9704.16,46856.07,53646.12,10126.08,49459.185,55978.56,26698,25096.12,25897.06
3816,9900,47199.8,58962,9108,42479.82,54245.04,9504,44839.81,56603.52,24029,22587.26,23308.13
3817,9081,43753.3,54107,8354.52,39377.97,49778.44,8717.76,41565.635,51942.72,23197,21805.18,22501.09
3818,8452,41944.3,50786,7775.84,37749.87,46723.12,8113.92,39847.085,48754.56,22699,21337.06,22018.03
3819,8119,41000.5,49008,7469.48,36900.45,45087.36,7794.24,38950.475,47047.68,22362,21020.28,21691.14
3820,7958,41166,46540,7321.36,37049.4,42816.8,7639.68,39107.7,44678.4,21835,20524.9,21179.95
3821,7978,42362.3,45995,7339.76,38126.07,42315.4,7658.88,40244.185,44155.2,22626,21268.44,21947.22
3822,8082,45389,47587,7435.44,40850.1,43780.04,7758.72,43119.55,45683.52,27113,25486.22,26299.61
3823,9146,54031.5,51661,8414.32,48628.35,47528.12,8780.16,51329.925,49594.56,32076,30151.44,31113.72
3824,12001,59842.5,57955,11040.92,53858.25,53318.6,11520.96,56850.375,55636.8,33558,31544.52,32551.26
3825,12413,62263,61354,11419.96,56036.7,56445.68,11916.48,59149.85,58899.84,33642,31623.48,32632.74
3826,13440,63008.8,63442,12364.8,56707.92,58366.64,12902.4,59858.36,60904.32,33432,31426.08,32429.04
3827,13191,64601.3,64279,12135.72,58141.17,59136.68,12663.36,61371.235,61707.84,33753,31727.82,32740.41
3828,13286,65782.3,65403,12223.12,59204.07,60170.76,12754.56,62493.185,62786.88,33869,31836.86,32852.93
3829,13511,65021.8,65800,12430.12,58519.62,60536,12970.56,61770.71,63168,33411,31406.34,32408.67
3830,12967,64489.8,64935,11929.64,58040.82,59740.2,12448.32,61265.31,62337.6,33033,31051.02,32042.01
3831,12854,63306,64468,11825.68,56975.4,59310.56,12339.84,60140.7,61889.28,32977,30998.38,31987.69
3832,13213,62309.3,62958,12155.96,56078.37,57921.36,12684.48,59193.835,60439.68,34276,32219.44,33247.72
3833,12741,60733.3,61484,11721.72,54659.97,56565.28,12231.36,57696.635,59024.64,35105,32998.7,34051.85
3834,13290,60585.8,60602,12226.8,54527.22,55753.84,12758.4,57556.51,58177.92,34804,32715.76,33759.88
3835,12098,60243.3,60921,11130.16,54218.97,56047.32,11614.08,57231.135,58484.16,34234,32179.96,33206.98
3836,12374,59570.3,60664,11384.08,53613.27,55810.88,11879.04,56591.785,58237.44,33520,31508.8,32514.4
3837,12044,57225.5,57601,11080.48,51502.95,52992.92,11562.24,54364.225,55296.96,32726,30762.44,31744.22
3838,12425,55003.3,55700,11431,49502.97,51244,11928,52253.135,53472,31117,29249.98,30183.49
3839,11607,52507.8,58455,10678.44,47257.02,53778.6,11142.72,49882.41,56116.8,26993,25373.42,26183.21
3840,11823,47818.3,59150,10877.16,43036.47,54418,11350.08,45427.385,56784,24273,22816.62,23544.81
3841,9193,44345.5,54333,8457.56,39910.95,49986.36,8825.28,42128.225,52159.68,23515,22104.1,22809.55
3842,8480,42233.3,50895,7801.6,38009.97,46823.4,8140.8,40121.635,48859.2,23028,21646.32,22337.16
3843,8152,41163,48961,7499.84,37046.7,45044.12,7825.92,39104.85,47002.56,22611,21254.34,21932.67
3844,7988,41757.8,46749,7348.96,37582.02,43009.08,7668.48,39669.91,44879.04,22076,20751.44,21413.72
3845,7981,42500.3,46073,7342.52,38250.27,42387.16,7661.76,40375.285,44230.08,22901,21526.94,22213.97
3846,8065,45556.8,47588,7419.8,41001.12,43780.96,7742.4,43278.96,45684.48,27432,25786.08,26609.04
3847,9180,54023.5,51723,8445.6,48621.15,47585.16,8812.8,51322.325,49654.08,32824,30854.56,31839.28
3848,10998,59911,57723,10118.16,53919.9,53105.16,10558.08,56915.45,55414.08,34401,32336.94,33368.97
3849,12343,59705,61650,11355.56,53734.5,56718,11849.28,56719.75,59184,34364,32302.16,33333.08
3850,12878,62865.5,63804,11847.76,56578.95,58699.68,12362.88,59722.225,61251.84,33760,31734.4,32747.2
3851,13010,64130.8,64484,11969.2,57717.72,59325.28,12489.6,60924.26,61904.64,33422,31416.68,32419.34
3852,13087,65867.8,65692,12040.04,59281.02,60436.64,12563.52,62574.41,63064.32,32870,30897.8,31883.9
3853,12944,65440.8,66468,11908.48,58896.72,61150.56,12426.24,62168.76,63809.28,32131,30203.14,31167.07
3854,13009,64658.5,65272,11968.28,58192.65,60050.24,12488.64,61425.575,62661.12,31393,29509.42,30451.21
3855,12877,63059,64790,11846.84,56753.1,59606.8,12361.92,59906.05,62198.4,31347,29466.18,30406.59
3856,12767,62049.3,63092,11745.64,55844.37,58044.64,12256.32,58946.835,60568.32,32580,30625.2,31602.6
3857,12701,60949,61833,11684.92,54854.1,56886.36,12192.96,57901.55,59359.68,33604,31587.76,32595.88
3858,12772,60590.5,61058,11750.24,54531.45,56173.36,12261.12,57560.975,58615.68,33651,31631.94,32641.47
3859,12127,60132.5,61448,11156.84,54119.25,56532.16,11641.92,57125.875,58990.08,33510,31499.4,32504.7
3860,11761,59940.5,61147,10820.12,53946.45,56255.24,11290.56,56943.475,58701.12,32899,30925.06,31912.03
3861,11342,57960.5,57872,10434.64,52164.45,53242.24,10888.32,55062.475,55557.12,32214,30281.16,31247.58
3862,10921,55740.8,55912,10047.32,50166.72,51439.04,10484.16,52953.76,53675.52,30745,28900.3,29822.65
3863,10853,53253.5,58592,9984.76,47928.15,53904.64,10418.88,50590.825,56248.32,26931,25315.14,26123.07
3864,10336,47877.8,59241,9509.12,43090.02,54501.72,9922.56,45483.91,56871.36,23962,22524.28,23243.14
3865,9164,44005.8,54878,8430.88,39605.22,50487.76,8797.44,41805.51,52682.88,23049,21666.06,22357.53
3866,9116,42490,51403,8386.72,38241,47290.76,8751.36,40365.5,49346.88,22449,21102.06,21775.53
3867,8075,41553.3,49470,7429,37397.97,45512.4,7752,39475.635,47491.2,22079,20754.26,21416.63
3868,7950,41636.3,46921,7314,37472.67,43167.32,7632,39554.485,45044.16,21542,20249.48,20895.74
3869,7924,42690.5,46293,7290.08,38421.45,42589.56,7607.04,40555.975,44441.28,22270,20933.8,21601.9
3870,7985,45642.3,47597,7346.2,41078.07,43789.24,7665.6,43360.185,45693.12,26509,24918.46,25713.73
3871,10390,53881,51895,9558.8,48492.9,47743.4,9974.4,51186.95,49819.2,31833,29923.02,30878.01
3872,10838,59525.3,57933,9970.96,53572.77,53298.36,10404.48,56549.035,55615.68,33386,31382.84,32384.42
3873,12780,62270,61614,11757.6,56043,56684.88,12268.8,59156.5,59149.44,33324,31324.56,32324.28
3874,12772,63512,64170,11750.24,57160.8,59036.4,12261.12,60336.4,61603.2,32653,30693.82,31673.41
3875,12859,64706.5,65298,11830.28,58235.85,60074.16,12344.64,61471.175,62686.08,32283,30346.02,31314.51
3876,13436,65823,66727,12361.12,59240.7,61388.84,12898.56,62531.85,64057.92,31989,30069.66,31029.33
3877,12754,65081.8,67219,11733.68,58573.62,61841.48,12243.84,61827.71,64530.24,31484,29594.96,30539.48
3878,12838,64801.8,66576,11810.96,58321.62,61249.92,12324.48,61561.71,63912.96,31310,29431.4,30370.7
3879,13398,63555.8,66459,12326.16,57200.22,61142.28,12862.08,60378.01,63800.64,31666,29766.04,30716.02
3880,13331,62342.5,65068,12264.52,56108.25,59862.56,12797.76,59225.375,62465.28,33147,31158.18,32152.59
3881,12725,61108.3,63818,11707,54997.47,58712.56,12216,58052.885,61265.28,33821,31791.74,32806.37
3882,12739,60364.8,62870,11719.88,54328.32,57840.4,12229.44,57346.56,60355.2,33905,31870.7,32887.85
3883,13793,60192.3,62513,12689.56,54173.07,57511.96,13241.28,57182.685,60012.48,33744,31719.36,32731.68
3884,11936,59727,61708,10981.12,53754.3,56771.36,11458.56,56740.65,59239.68,32907,30932.58,31919.79
3885,12401,57140.3,58488,11408.92,51426.27,53808.96,11904.96,54283.285,56148.48,32136,30207.84,31171.92
3886,11829,55013,56649,10882.68,49511.7,52117.08,11355.84,52262.35,54383.04,30749,28904.06,29826.53
3887,11654,53073.8,59380,10721.68,47766.42,54629.6,11187.84,50420.11,57004.8,26939,25322.66,26130.83
3888,10351,48380.8,59793,9522.92,43542.72,55009.56,9936.96,45961.76,57401.28,24055,22611.7,23333.35
3889,10168,44901.8,54984,9354.56,40411.62,50585.28,9761.28,42656.71,52784.64,23157,21767.58,22462.29
3890,9356,42642,51452,8607.52,38377.8,47335.84,8981.76,40509.9,49393.92,22608,21251.52,21929.76
3891,8256,41822,49543,7595.52,37639.8,45579.56,7925.76,39730.9,47561.28,22150,20821,21485.5
3892,8094,42006.3,46794,7446.48,37805.67,43050.48,7770.24,39905.985,44922.24,21650,20351,21000.5
3893,10275,42768,46044,9453,38491.2,42360.48,9864,40629.6,44202.24,22301,20962.94,21631.97
3894,10205,45425,47328,9388.6,40882.5,43541.76,9796.8,43153.75,45434.88,26545,24952.3,25748.65
3895,9800,53411,51688,9016,48069.9,47552.96,9408,50740.45,49620.48,32013,30092.22,31052.61
3896,12293,59583.8,57861,11309.56,53625.42,53232.12,11801.28,56604.61,55546.56,34024,31982.56,33003.28
3897,13721,62850.5,61687,12623.32,56565.45,56752.04,13172.16,59707.975,59219.52,34286,32228.84,33257.42
3898,14471,63900.5,64366,13313.32,57510.45,59216.72,13892.16,60705.475,61791.36,34115,32068.1,33091.55
3899,15415,65086,65903,14181.8,58577.4,60630.76,14798.4,61831.7,63266.88,34058,32014.52,33036.26
3900,13224,65884.8,66453,12166.08,59296.32,61136.76,12695.04,62590.56,63794.88,33900,31866,32883
3901,14635,65537.8,66838,13464.2,58984.02,61490.96,14049.6,62260.91,64164.48,33704,31681.76,32692.88
3902,14591,64200.8,65394,13423.72,57780.72,60162.48,14007.36,60990.76,62778.24,33702,31679.88,32690.94
3903,14569,62653.8,64858,13403.48,56388.42,59669.36,13986.24,59521.11,62263.68,33697,31675.18,32686.09
3904,16304,61659.3,62950,14999.68,55493.37,57914,15651.84,58576.335,60432,34868,32775.92,33821.96
3905,14540,60309.3,61086,13376.8,54278.37,56199.12,13958.4,57293.835,58642.56,35521,33389.74,34455.37
3906,16366,60080.5,60279,15056.72,54072.45,55456.68,15711.36,57076.475,57867.84,34931,32835.14,33883.07
3907,14046,59231.5,60120,12922.32,53308.35,55310.4,13484.16,56269.925,57715.2,33932,31896.08,32914.04
3908,14625,58210.8,59154,13455,52389.72,54421.68,14040,55300.26,56787.84,32682,30721.08,31701.54
3909,15443,54954.8,56199,14207.56,49459.32,51703.08,14825.28,52207.06,53951.04,31941,30024.54,30982.77
3910,13907,52842.3,54399,12794.44,47558.07,50047.08,13350.72,50200.185,52223.04,30242,28427.48,29334.74
3911,12679,51089.5,57311,11664.68,45980.55,52726.12,12171.84,48535.025,55018.56,26965,25347.1,26156.05
3912,13053,47136.5,58081,12008.76,42422.85,53434.52,12530.88,44779.675,55757.76,24279,22822.26,23550.63
3913,10253,43700.8,53458,9432.76,39330.72,49181.36,9842.88,41515.76,51319.68,22983,21604.02,22293.51
3914,8551,41229.3,49646,7866.92,37106.37,45674.32,8208.96,39167.835,47660.16,21972,20653.68,21312.84
3915,8135,40269,47273,7484.2,36242.1,43491.16,7809.6,38255.55,45382.08,21464,20176.16,20820.08
3916,7899,39856.8,44457,7267.08,35871.12,40900.44,7583.04,37863.96,42678.72,20833,19583.02,20208.01
3917,7760,39817.5,43160,7139.2,35835.75,39707.2,7449.6,37826.625,41433.6,20649,19410.06,20029.53
3918,7543,39671.8,42648,6939.56,35704.62,39236.16,7241.28,37688.21,40942.08,22250,20915,21582.5
3919,7770,42208,43078,7148.4,37987.2,39631.76,7459.2,40097.6,41354.88,25367,23844.98,24605.99
3920,8522,46328.8,45504,7840.24,41695.92,41863.68,8181.12,44012.36,43683.84,29012,27271.28,28141.64
3921,9547,50054.5,49164,8783.24,45049.05,45230.88,9165.12,47551.775,47197.44,31427,29541.38,30484.19
3922,10546,52811,52684,9702.32,47529.9,48469.28,10124.16,50170.45,50576.64,32128,30200.32,31164.16
3923,11996,55082.3,54763,11036.32,49574.07,50381.96,11516.16,52328.185,52572.48,32064,30140.16,31102.08
3924,11077,55494.8,55746,10190.84,49945.32,51286.32,10633.92,52720.06,53516.16,31574,29679.56,30626.78
3925,10845,55092,57426,9977.4,49582.8,52831.92,10411.2,52337.4,55128.96,30662,28822.28,29742.14
3926,10486,52781.3,55774,9647.12,47503.17,51312.08,10066.56,50142.235,53543.04,29700,27918,28809
3927,10203,51074.3,54429,9386.76,45966.87,50074.68,9794.88,48520.585,52251.84,29367,27604.98,28485.99
3928,9947,50273.3,52539,9151.24,45245.97,48335.88,9549.12,47759.635,50437.44,30100,28294,29197
3929,9937,49827.8,51348,9142.04,44845.02,47240.16,9539.52,47336.41,49294.08,31524,29632.56,30578.28
3930,10216,49947.5,51337,9398.72,44952.75,47230.04,9807.36,47450.125,49283.52,31789,29881.66,30835.33
3931,10291,49443.5,52155,9467.72,44499.15,47982.6,9879.36,46971.325,50068.8,31204,29331.76,30267.88
3932,10138,48319.3,51892,9326.96,43487.37,47740.64,9732.48,45903.335,49816.32,30209,28396.46,29302.73
3933,9906,46016.5,49826,9113.52,41414.85,45839.92,9509.76,43715.675,47832.96,29706,27923.64,28814.82
3934,9632,44849.8,48970,8861.44,40364.82,45052.4,9246.72,42607.31,47011.2,28585,26869.9,27727.45
3935,9665,44602.5,52608,8891.8,40142.25,48399.36,9278.4,42372.375,50503.68,25661,24121.34,24891.17
3936,9920,41586.8,54339,9126.4,37428.12,49991.88,9523.2,39507.46,52165.44,23248,21853.12,22550.56
3937,8597,38385.3,50248,7909.24,34546.77,46228.16,8253.12,36466.035,48238.08,22139,20810.66,21474.83
3938,7978,36486.3,47096,7339.76,32837.67,43328.32,7658.88,34661.985,45212.16,21381,20098.14,20739.57
3939,7608,34956.5,44737,6999.36,31460.85,41158.04,7303.68,33208.675,42947.52,20632,19394.08,20013.04
3940,7394,34181,41681,6802.48,30762.9,38346.52,7098.24,32471.95,40013.76,19790,18602.6,19196.3
3941,7299,33917.3,40359,6715.08,30525.57,37130.28,7007.04,32221.435,38744.64,19345,18184.3,18764.65
3942,7045,33594,39598,6481.4,30234.6,36430.16,6763.2,31914.3,38014.08,20270,19053.8,19661.9
3943,7030,34628.5,39162,6467.6,31165.65,36029.04,6748.8,32897.075,37595.52,22063,20739.22,21401.11
3944,7374,37410.3,40587,6784.08,33669.27,37340.04,7079.04,35539.785,38963.52,24753,23267.82,24010.41
3945,8066,41111,43242,7420.72,36999.9,39782.64,7743.36,39055.45,41512.32,27324,25684.56,26504.28
